index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	माम्	13	मां	अस्मद्{2;एक}	अस्मद्{2;एक}	कर्म,4.1	कर्म,4.1	N2	मेरी	unto_Me	-	-
2.1	हि	1	हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,7.1	सम्बन्धः,7.1	NA	क्योंकि	because	-	-
3.1	पार्थ	2	पार्थ	पार्थ{पुं}{8;एक}	पार्थ{पुं}{8;एक}	सम्बोध्यः,7.1	सम्बोध्यः,7.1	N8	हे_अर्जुन	O_son_of_Prtha	-	-
4.1	व्यपाश्रित्य	14	व्यपाश्रित्य	व्यपाश्रित्य	वि_अप_आङ्_श्रि1{कृत्_प्रत्ययः:ल्यप्;वि_अप_आङ्_श्रिञ्;भ्वादिः}	पूर्वकालः,15.1	पूर्वकालः,15.1	NA	शरण_होकर	particularly_taking_shelter	-	-
5.1	ये	3	येऽपि	यद्{पुं}{1;बहु}/यद्{स्त्री}{1;द्वि}/यद्{स्त्री}{2;द्वि}/यद्{नपुं}{1;द्वि}/यद्{नपुं}{2;द्वि}	यद्{पुं}{1;बहु}	कर्ता,7.1;नित्यसम्बन्धः,13.1	कर्ता,7.1;नित्यसम्बन्धः,13.1	N1	जो_(कोई)	anyone	-	-
6.1	अपि	4	0	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	भी	also	-	-
7.1	स्युः	10	स्युः	अस्2{कर्तरि;विधिलिङ्;प्र;बहु;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;विधिलिङ्;प्र;बहु;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,5.1;अकर्मकः.1	अभिहित_कर्ता,5.1;अकर्मकः.1	KP	हों	becomes	-	-
8.1	पाप-	5	पापयोनयः	पाप	पाप	बहुव्रीहिः,8.2	बहुव्रीहिः,8.2	CP	पापयोनि_चाण्डालादि	born_of_a_lower_family	<पाप-योनयः>Bs6	-
8.2	योनयः	-	-	योनि{पुं}{1;बहु}/योनि{पुं}{8;बहु}	योनि{पुं}{1;बहु}	समुच्चितः,12.1	समुच्चितः,12.1	N1				-
9.1	स्त्रियः	6	स्त्रियो	स्त्री{स्त्री}{1;बहु}/स्त्री{स्त्री}{2;बहु}/स्त्री{स्त्री}{8;बहु}	स्त्री{स्त्री}{1;बहु}	समुच्चितः,12.1	समुच्चितः,12.1	N1	स्त्री	women	-	-
10.1	वैश्याः	7	वैश्यास्तथा	वैश्य{पुं}{1;बहु}/वैश्य{पुं}{8;बहु}	वैश्य{पुं}{1;बहु}	समुच्चितः,12.1	समुच्चितः,12.1	N1	वैश्य	mercantile_people	-	-
11.1	तथा	8	0	तथा{अव्य}	तथा{अव्य}	समुच्चय_द्योतकः,12.1	समुच्चय_द्योतकः,12.1	NA	तथा	also	-	-
12.1	शूद्राः	9	शूद्रास्तेऽपि	शूद्र{पुं}{1;बहु}/शूद्र{पुं}{8;बहु}/शूद्रा{स्त्री}{1;बहु}/शूद्रा{स्त्री}{2;बहु}/शूद्रा{स्त्री}{8;बहु}	शूद्र{पुं}{1;बहु}	कर्तृसमानाधिकरणम्,7.1	कर्तृसमानाधिकरणम्,7.1	N1	शूद्र	lower-class_men	-	-
13.1	ते	11	0	तद्{पुं}{1;बहु}/तद्{स्त्री}{1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं}{1;द्वि}/तद्{नपुं}{2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक}	तद्{पुं}{1;बहु}	कर्ता,15.1	कर्ता,15.1	N1	वे	they	-	-
14.1	अपि	12	0	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,13.1	सम्बन्धः,13.1	NA	भी	even	-	-
15.1	यान्ति	17	यान्ति	यात्{नपुं}{1;बहु}/यात्{नपुं}{2;बहु}/यात्{नपुं}{8;बहु}/या1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;या;अदादिः}	या1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;या;अदादिः}	अभिहित_कर्ता,13.1;सकर्मकः.1	अभिहित_कर्ता,13.1;सकर्मकः.1	KP	प्राप्त_होते_हैं	go	-	-
16.1	पराम्	15	परां	परा{स्त्री}{2;एक}/परा{स्त्री}{2;एक}	परा{स्त्री}{2;एक}	विशेषणम्,17.1	विशेषणम्,17.1	N2	परम	supreme	-	-
17.1	गतिम्	16	गतिम्	गति{स्त्री}{2;एक}	गति{स्त्री}{2;एक}	कर्म,15.1	कर्म,15.1	N2	गति_को	destination	-	-
18.1	किम्	24	किं	किम्{नपुं}{1;एक}/किम्{नपुं}{2;एक}	किम्{नपुं}{1;एक}	सम्बन्धः,24.1.1	सम्बन्धः,24.1.1	N1	क्या	how_much	-	-
19.1	पुनः	18	पुनः	पुनः{अव्य}	पुनः{अव्य}	सम्बन्धः,21.1	सम्बन्धः,21.1	NA	फिर	-	-	-
20.1	ब्राह्मणाः	20	ब्राह्मणाः	ब्राह्मण{पुं}{1;बहु}/ब्राह्मण{पुं}{8;बहु}/ब्राह्मणा{स्त्री}{1;बहु}/ब्राह्मणा{स्त्री}{2;बहु}/ब्राह्मणा{स्त्री}{8;बहु}	ब्राह्मण{पुं}{1;बहु}	समुच्चितः,22.1	समुच्चितः,22.1	N1	ब्राह्मण	brahmanas	-	-
21.1	पुण्याः	19	पुण्या	पुण्या{स्त्री}{1;बहु}/पुण्या{स्त्री}{2;बहु}/पुण्या{स्त्री}{8;बहु}/पुण्1{कर्तरि;आशीर्लिङ्;म;एक;परस्मैपदी;पुणँ;तुदादिः}	पुण्य{पुं}{1;बहु}	विशेषणम्,20.1	विशेषणम्,20.1	N1	पुण्यशील	righteous	-	-
22.1	भक्ताः	23	भक्ता	भक्त{पुं}{1;बहु}/भक्त{पुं}{8;बहु}/भक्ता{स्त्री}{1;बहु}/भक्ता{स्त्री}{2;बहु}/भक्ता{स्त्री}{8;बहु}	भक्त{पुं}{1;बहु}	कर्ता,24.1.1	कर्ता,24.1.1	N1	भक्तजनकेप्रति(परमगतिकोप्राप्तकरनेवालेभक्तोंकेप्रति)	devotees	-	-
