index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	यथा	1	यथा	यथा{अव्य}	यथा{अव्य}	क्रियाविशेषणम्,6.1;नित्यसम्बन्धः,10.1	क्रियाविशेषणम्,6.1;नित्यसम्बन्धः,10.1	 NA	जिस_प्रकार	as	-	-
2.1	सर्व-	2	सर्वगतं	सर्व	सर्व	कर्मधारयः,2.2	कर्मधारयः,2.2	CP	सर्वत्र_व्याप्त	all-pervading	<सर्व-गतं>K1	-
2.2	गतम्	-	-	गत{पुं;2;एक}/गत{नपुं;1;एक}/गत{नपुं;2;एक}	गत{नपुं;1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1				-
3.1	सौक्ष्म्यात्	4	सौक्ष्म्यादाकाशं	सौक्ष्म्य{नपुं;5;एक}	सौक्ष्म्य{नपुं;5;एक}	हेतुः,6.1	हेतुः,6.1	N5	सूक्ष्म_होने_के_कारण	due_to_being_subtle	-	-
4.1	आकाशम्	3	0	आकाश{पुं;2;एक}/आकाश{नपुं;1;एक}/आकाश{नपुं;2;एक}	आकाश{नपुं;1;एक}	कर्म,6.1	कर्म,6.1	N1	आकाश	the_sky	-	-
5.1	न	5	नोपलिप्यते	न{अव्य}	न{अव्य}	प्रतिषेधः,6.1	प्रतिषेधः,6.1	 NA	नहीं	never	-	-
6.1	उपलिप्यते	6	0	उप_लिप्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;लिपँ;तुदादिः}	उप_लिप्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;उप_लिपँ;तुदादिः}	अभिहितकर्म,4.1;सकर्मकः.1	अभिहितकर्म,4.1;सकर्मकः.1	KP	लिप्त_होता	mixes	-	-
7.1	सर्वत्र	9	सर्वत्रावस्थितो	सर्वत्र{अव्य}	सर्वत्र{अव्य}	विशेषणम्,8.1	विशेषणम्,8.1	 NA	सर्वत्र	everywhere	-	-
8.1	अवस्थितः	10	0	अवस्थित{पुं}{1;एक}	अव_स्था1{कृत्_प्रत्ययः:क्त;अव_ष्ठा;भ्वादिः;पुं}{1;एक}	विशेषणम्,11.1	विशेषणम्,11.1	N1	स्थित	situated	-	-
9.1	देहे	8	देहे	देह{पुं;7;एक}/देह{नपु;1;द्वि}/देह{नपुं;2;द्वि}/देह{नपुं;7;एक}/दह्1{कर्मणि;लिट्;उ;एक;आत्मनेपदी;दहँ;भ्वादिः}/दह्1{कर्मणि;लिट्;प्र;एक;आत्मनेपदी;दहँ;भ्वादिः}	देह{नपुं}{7;एक}	अधिकरणम्,8.1	अधिकरणम्,8.1	N7	देह_में	in_the_body	-	-
10.1	तथा	7	तथात्मा	तथा{अव्य}	तथा{अव्य}	क्रियाविशेषणम्,13.1	क्रियाविशेषणम्,13.1	 NA	वैसे_ही	such	-	-
11.1	आत्मा	11	0	आत्मन्{पुं;1;एक}	आत्मन्{पुं;1;एक}	कर्ता,13.1	कर्ता,13.1	N1	आत्मा	the_self	-	-
12.1	न	12	नोपलिप्यते	न{अव्य}	न{अव्य}	प्रतिषेधः,13.1	प्रतिषेधः,13.1	 NA	नहीं	never	-	-
13.1	उपलिप्यते	13	0	उप_लिप्1{कर्मणि;लट्;प्र;एक;आत्मनेपदी;लिपँ;तुदादिः}	उप_लिप्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;उप_लिपँ;तुदादिः}	अभिहित_कर्म,11.1;सकर्मकः.1	अभिहित_कर्म,11.1;सकर्मकः.1	KP	लिप्त_होता	mixes	-	-
