index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अपि	4	अपि	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,3.1	सम्बन्धः,3.1	NA	भी	in_spite_of	-	-
2.1	चेत्	1	चेत्सुदुराचारो	चेत्{अव्य}	चेत्{अव्य}	सम्बन्धः,4.1.1	सम्बन्धः,4.1.1	NA	यदि	although	-	-
3.1	सु-	3	0	सु	सु	बहुव्रीहिः,3.2	बहुव्रीहिः,3.2	CP	अतिशय_दुराचारी	committing_the_most_abominable_actions	<सु-<दुर्-आचारः>Bs6>Tp	-
3.2	दुर्-	-	-	दुर्	दुर्	प्रादि-तत्पुरुषः,3.3	प्रादि-तत्पुरुषः,3.3	CP				-
3.3	आचारः	-	-	दुराचार{पुं}{1;एक}	दुराचार{पुं}{1;एक}	कर्ता,4.1	कर्ता,4.1	N1				-
4.1	भजते	7	भजते	भज्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भजँ;भ्वादिः}	भज्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;भजँ;भ्वादिः}	अभिहित_कर्ता,3.1;सकर्मकः.1	अभिहित_कर्ता,3.1;सकर्मकः.1	KP	भजता_है	engaged_in_devotional_service	-	-
4.1.1	(यः)	2	(0)	(यद्{पुं}{1;एक})	(यद्{पुं}{1;एक})	विशेषणम्,3.1;नित्यसम्बन्धः,9.1	विशेषणम्,3.1;नित्यसम्बन्धः,9.1	N1	(जो)	one_who	-	-
5.1	माम्	5	मामनन्यभाक्	अस्मद्{2;एक}	अस्मद्{2;एक}	कर्म,4.1	कर्म,4.1	N2	मुझको	unto_Me	-	-
6.1	अन्-	6	0	अन्-	अन्-	उपपद-तत्पुरुषः,6.2	उपपद-तत्पुरुषः,6.2	CP	अनन्यभाव_से_मेरा_भक्त_होकर	without_deviation	<न-<अन्य-भाक्>U>Tn	-
6.2	अन्य-	-	-	अन्य-	अन्य-	नञ्-तत्पुरुषः,6.3	नञ्-तत्पुरुषः,6.3	CP				-
6.3	भाक्	-	-	भाज्{पुं}{1;एक}/भाज्{पुं}{8;एक}/भाज्{नपुं}{1;एक}/भाज्{नपुं}{2;एक}/भाज्{नपुं}{8;एक}	भाज्{पुं}{1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1				-
7.1	साधुः	9	साधुरेव	साधु{पुं}{1;एक}	साधु{पुं}{1;एक}	कर्तृसमानाधिकरणम्,10.1	कर्तृसमानाधिकरणम्,10.1	N1	साधु	saint	-	-
8.1	एव	10	0	एव{अव्य}	एव{अव्य}	सम्बन्धः,7.1	सम्बन्धः,7.1	NA	ही	certainly	-	-
9.1	सः	8	स	तद्{पुं}{1;एक}	तद्{पुं}{1;एक}	कर्म,10.1	कर्म,10.1	N1	वह	he	-	-
10.1	मन्तव्यः	11	मन्तव्यः	मन्तव्य{पुं}{1;एक}	मन्1{कृत्_प्रत्ययः:तव्यत्;मनँ;दिवादिः;पुं}{1;एक}	अभिहितकर्म,9.1;सकर्मकः.1	अभिहितकर्म,9.1;सकर्मकः.1	N1	माननेयोग्य_है	to_be_considered	-	-
11.1	सम्यक्	14	सम्यग्व्यवसितो	सम्यक्{अव्य}	सम्यक्{अव्य}	क्रियाविशेषणम्,10.1	क्रियाविशेषणम्,10.1	NA	यथार्थ(बहुतअच्छीतरह)	completely	-	-
12.1	व्यवसितः	15	0	वि_अव_सि1{कृत्_प्रत्ययः:क्त;वि_अव_षिञ्;स्वादिः;पुं}{1;एक}	व्यवसित{पुं}{1;एक}	कर्तृसमानाधिकरणम्,14.1.1	कर्तृसमानाधिकरणम्,14.1.1	N1	निश्चयवाला	situated	-	-
13.1	हि	12	हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,12.1	सम्बन्धः,12.1	NA	क्योंकि	certainly	-	-
14.1	सः	13	सः	तद्{पुं}{1;एक}	तद्{पुं}{1;एक}	कर्ता,14.1.1	कर्ता,14.1.1	N1	वह	he	-	-
14.1.1	(अस्ति)	16	(0)	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,14.1;अकर्मकः.1	अभिहित_कर्ता,14.1;अकर्मकः.1	KP	(होताहै)	is	-	-
