index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	सर्वस्य	2	सर्वस्य	सर्व{पुं}{6;एक}/सर्व{नपुं}{6;एक}	सर्व{पुं}{6;एक}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1	N6	सब_प्राणियों_के	of_all_living_beings	-	-
2.1	च	6	चाहं	च{अव्य}	च{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	तथा	and	-	-
3.1	अहम्	1	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,5.1	कर्ता,5.1	N1	मैं	I	-	-
4.1	हृदि	3	हृदि	हृद्{नपुं}{7;एक}/हृदय{नपुं}{7;एक}	हृद्{नपुं}{7;एक}	अधिकरणम्,5.1	अधिकरणम्,5.1	N7	हृदय_में	in_the_heart	-	-
5.1	सन्निविष्टः	4	सन्निविष्टो	सन्निविष्ट{पुं}{1;एक}	सम्_नि_विष्2{कृत्_प्रत्ययः:क्त;सम्_नि_विषॢँ;जुहोत्यादिः;पुं}{1;एक}	अभिहित_कर्ता,3.1	अभिहित_कर्ता,3.1	N1	अन्तर्यामीरूप_से_स्थित	being_situated	-	-
6.1	मत्तः	7	मत्तः	मत्त{पुं}{1;एक}	मत्त{तसिल्}	अपादानम्,10.1.1	अपादानम्,10.1.1	NA	मुझसे	from_Me	-	-
7.1	स्मृतिः	8	स्मृतिर्ज्ञानमपोहनं	स्मृति{स्त्री}{1;एक}	स्मृति{स्त्री}{1;एक}	सुप्_समुच्चितः,9.1	सुप्_समुच्चितः,9.1	N1	स्मृति	remembrance	-	-
8.1	ज्ञानम्	9	0	ज्ञान{नपुं}{1;एक}/ज्ञान{नपुं}{2;एक}	ज्ञान{नपुं}{1;एक}	सुप्_समुच्चितः,9.1	सुप्_समुच्चितः,9.1	N1	ज्ञान	knowledge	-	-
9.1	अपोहनम्	11	0	अपोहन{नपुं}{1;एक}/अपोहन{नपुं}{2;एक}	अपोहन{नपुं}{1;एक}	कर्ता,10.1.1	कर्ता,10.1.1	N1	अपोहन	forgetfulness	-	-
10.1	च	10	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,9.1	समुच्चय_द्योतकः,9.1	NA	और	and	-	-
10.1.1	(भवति)	12	(0)	(भवत्{पुं}{7;एक}/भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भू;भ्वादिः})	(भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भू;भ्वादिः})	-	-	KP	(होता_है)	becomes	-	-
11.1	वेदैः	15	वेदैश्च	वेद{पुं}{3;बहु}	वेद{पुं}{3;बहु}	करणम्,16.1	करणम्,16.1	N3	वेदों_द्वारा	by_the_Vedas	-	-
12.1	च	13	0	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,16.1	समुच्चय_द्योतकः,16.1	NA	और	also	-	-
13.1	सर्वैः	14	सर्वैरहमेव	सर्व{पुं}{3;बहु}/सर्व{नपुं}{3;बहु}	सर्व{पुं}{3;बहु}	विशेषणम्,11.1	विशेषणम्,11.1	N3	सब	all	-	-
14.1	अहम्	16	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,21.1.1	कर्ता,21.1.1	N1	मैं	I	-	-
15.1	एव	17	0	एव{अव्य}	एव{अव्य}	सम्बन्धः,14.1	सम्बन्धः,14.1	NA	ही	certainly	-	-
16.1	वेद्यः	18	वेद्यो	वेदी{स्त्री}{1;बहु}/वेद्य{पुं}{1;एक}	विद्1{कृत्_प्रत्ययः:ण्यत्;विदँ;अदादिः;पुं}{1;एक}	विधेयविशेषणम्,14.1	विधेयविशेषणम्,14.1	N1	जानने_के_योग्य	knowable	-	-
17.1	वेद-	21	वेदान्तकृद्वेदविदेव	वेदान्त	वेदान्त	षष्ठी-तत्पुरुषः,17.2	षष्ठी-तत्पुरुषः,17.2	CP	वेदान्त_का_कर्ता	the_compiler_of_the_Vedanta	<<वेद-अन्त>T6-कृत्>U	-
17.2	अन्त-	-	-	कृत्{पुं}{1;एक}	कृत्{पुं}{1;एक}	उपपद-तत्पुरुषः,17.3	उपपद-तत्पुरुषः,17.3	CP				-
17.3	कृत्	-	-			सुप्_समुच्चितः,20.1	सुप्_समुच्चितः,20.1	N1				-
18.1	वेद-	23	0	वेद	वेद	उपपद-तत्पुरुषः,18.2	उपपद-तत्पुरुषः,18.2	CP	वेदों_को_जाननेवाला	the_knower_of_the_Vedas	<वेद-वित्>U	-
18.2	वित्	-	-	विद्{नपुं}{1;एक}	विद्{पुं}{1;एक}	कर्तृसमानाधिकरणम्,21.1.1	कर्तृसमानाधिकरणम्,21.1.1	N1				-
19.1	एव	24	0	एव{अव्य}	एव{अव्य}	सम्बन्धः,18.1	सम्बन्धः,18.1	NA	ही	certainly	-	-
20.1	च	22	चाहम्	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,21.1.1	समुच्चय_द्योतकः,21.1.1	NA	और	and	-	-
21.1.1	(अस्मि)	25	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	-	-	KP	(हूँ)	am	-	-
