index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	न	11	न	न{अव्य}	न{अव्य}	प्रतिषेधः,6.1	प्रतिषेधः,6.1	NA	नहीं	never	-	-
2.1	च	5	च	च{अव्य}	च{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	और	also	-	-
3.1	माम्	8	मां	अस्मद्{2;एक}	अस्मद्{2;एक}	कर्म,6.1	कर्म,6.1	N2	मुझको_(परमात्मा_को)	me	-	-
4.1	तानि	9	तानि	तद्{नपुं}{1;बहु}/तद्{नपुं}{2;बहु}	तद्{नपुं}{1;बहु}	विशेषणम्,5.1	विशेषणम्,5.1	N1	वे	all_those	-	-
5.1	कर्माणि	10	कर्माणि	कर्मन्{नपुं}{1;बहु}/कर्मन्{नपुं}{2;बहु}/कर्मन्{नपुं}{8;बहु}	कर्मन्{नपुं}{1;बहु}	कर्ता,6.1	कर्ता,6.1	N1	कर्म	activities	-	-
6.1	निबध्नन्ति	12	निबध्नन्ति	नि_बन्ध्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;बन्धँ;क्र्यादिः}	नि_बन्ध्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;नि_बन्धँ;क्र्यादिः}			KP	बाँधते	bind	-	-
7.1	धनञ्जय	1	धनञ्जय	धनञ्जय{पुं}{8;एक}	धनञ्जय{पुं}{8;एक}	सम्बोध्यः,6.1	सम्बोध्यः,6.1	N8	हे_अर्जुन	O_conqueror_of_riches	-	-
8.1	उदासीनवत्	6	उदासीनवदासीनमसक्तं	उदासीनवत्{नपुं}{1;एक}/उदासीनवत्{नपुं}{2;एक}/उदासीनवत्{नपुं}{8;एक}	उदासीनवत्{अव्य}	क्रियाविशेषणम्,9.1	क्रियाविशेषणम्,9.1	NA	उदासीन_के_सदृश	as_neutral	-	-
9.1	आसीनम्	7	0	आसीन{पुं}{2;एक}	आस्1{कृत्_प्रत्ययः:शानच्;आसँ;अदादिः;पुं}{2;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N2	स्थित	situated	-	-
10.1	अ-	4	0	अ	असक्त{पुं}{2;एक}	नञ्-तत्पुरुषः,10.2	नञ्-तत्पुरुषः,10.2	CP	आसक्तिरहित	without_attraction	<न-सक्तं>Tn	-
10.2	सक्तम्	-	-	सक्त{पुं}{2;एक}/सक्त{नपुं}{1;एक}/सक्त{नपुं}{2;एक}		विशेषणम्,3.1	विशेषणम्,3.1	N2				-
11.1	तेषु	2	तेषु	तद्{पुं}{7;बहु}/तद्{नपुं}{7;बहु}	तद्{नपुं}{7;बहु}	विशेषणम्,12.1	विशेषणम्,12.1	N7	उन	in_them	-	-
12.1	कर्मसु	3	कर्मसु	कर्मन्{नपुं}{7;बहु}	कर्मन्{नपुं}{7;बहु}	अधिकरणम्,6.1	अधिकरणम्,6.1	N7	कर्मों_में	in_activities	-	-
