index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	अ-	2	अशोच्यानन्वशोचस्त्वं	अ	अ	नञ्-तत्पुरुषः,1.2	नञ्-तत्पुरुषः,1.2	CP	न_शोक_करने_योग्य_मनुष्यों_के_लिये	those_who_should_not_be_grieved_for	<न-शोच्यान्>Tn	-
1.2	शोच्यान्	-	-	शोच्य{पुं;2;बहु}	शोच्य{पुं;2;बहु}	कर्म,2.1	कर्म,2.1	N2				-
2.1	अन्वशोचः	3		अनु_शुच्1{कर्तरि;लङ्;म;एक;परस्मैपदी;शुचँ;भ्वादिः}	अनु_शुच्1{कर्तरि;लङ्;म;एक;परस्मैपदी;शुचँ;भ्वादिः}	अभिहित_कर्ता,3.1	अभिहित_कर्ता,3.1	KP	शोक_करते	grieving_over	-	-
3.1	त्वम्	1		युष्मद्{सर्वनाम;1;एक}	युष्मद्{सर्वनाम;1;एक}	कर्ता,2.1	कर्ता,2.1	N1	तुम	you	-	-
4.1	प्रज्ञा-	4	प्रज्ञावादांश्च	प्रज्ञा	प्रज्ञा	षष्ठी-तत्पुरुषः,4.2	षष्ठी-तत्पुरुषः,4.2	CP	पण्डितों_के-से_वचनों_को	like_the_learned	<प्रज्ञा-वादान्>T6	-
4.2	वादान्	-	-	वाद{पुं;2;बहु}	वाद{पुं;2;बहु}	कर्म,6.1	कर्म,6.1	N2				-
5.1	च	5		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,6.1	समुच्चय_द्योतकः,6.1	NA	और	and	-	-
6.1	भाषसे	6	भाषसे	भाष्1{कर्तरि;लट्;म;एक;आत्मनेपदी;भाषँ;भ्वादिः}	भाष्1{कर्तरि;लट्;म;एक;आत्मनेपदी;भाषँ;भ्वादिः}	समुच्चितः,2.1	समुच्चितः,2.1	KP	कहता_है	speak	-	-
7.1	गत-	8	गतासूनगतासूंश्च	गत	गत	बहुव्रीहिः,7.2	बहुव्रीहिः,7.2	CP	जिनके_प्राण_चले_गये_हैं	the_dead	<गत-असून्>Bs5	-
7.2	असून्	-	-	असु{पुं;2;बहु}	असु{पुं;2;बहु}	समुच्चितः,8.3	समुच्चितः,8.3	N2				-
8.1	अ-	9		अ	अ	बहुव्रीहिः,8.2	बहुव्रीहिः,8.2	CP	जिनके_प्राण_नहीं_गये_हैं	the_living	<न-<गत-असून्>Bs5>Bsmn	-
8.2	गत-	-	-	गत	गत	बहुव्रीहिः,8.3	बहुव्रीहिः,8.3	CP				-
8.3	असून्	-	-	असु{पुं;2;बहु}	असु{पुं;2;बहु}	कर्म,11.1	कर्म,11.1	N2				-
9.1	च	10		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,8.3	समुच्चय_द्योतकः,8.1	NA	और	or	-	-
10.1	न	11	नानुशोचन्ति	न{अव्य}	न{अव्य}	प्रतिषेधः,11.1	प्रतिषेधः,11.1	NA	नहीं	do_not	-	-
11.1	अनुशोचन्ति	12		अनु_शुच्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;शुचँ;भ्वादिः}	अनु_शुच्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अनु_शुचँ;भ्वादिः}	अभिहित_कर्ता,12.1	अभिहित_कर्ता,12.1	KP	शोक_करते	sorrow	-	-
12.1	पण्डिताः	7	पण्डिताः	पण्डित{पुं;1;बहु}/पण्डित{पुं;8;बहु}/पण्डिता{स्त्री;1;बहु}/पण्डिता{स्त्री;2;बहु}/पण्डिता{स्त्री;8;बहु}	पण्डित{पुं;1;बहु}	कर्ता,11.1	कर्ता,11.1	N1	पण्डितजन	wise_men	-	-
