index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	मयि	1	मय्यावेश्य	अस्मद्{सर्व;अ;7;एक}	अस्मद्{सर्व;अ;7;एक}	अधिकरणम्,2.1	अधिकरणम्,2.1	N7	मुझमें	unto_me	-	-
2.1	आवेश्य	3		आङ्_विश्1{कृत्_प्रत्ययः:ल्यप्;आङ्_विशँ;तुदादिः}	आङ्_विश्1{कृत्_प्रत्ययः:ल्यप्;आङ्_विशँ;तुदादिः}	पूर्वकालः,7.1	पूर्वकालः,7.1	NA	एकाग्र_करके	fixing	-	-
3.1	मनः	2	मनो	मनस्{नपुं;1;एक}/मनस्{नपुं;2;एक}/मनस्{नपुं;8;एक}	मनस्{नपुं;2;एक}	कर्म,2.1	कर्म,2.1	N2	मन_को	mind	-	-
4.1	ये	5	ये	यद्{पुं;1;बहु}/यद्{स्त्री;1;द्वि}/यद्{स्त्री;2;द्वि}/यद्{नपुं;1;द्वि}/यद्{नपुं;2;द्वि}	यद्{पुं;1;बहु}	कर्ता,7.1;नित्यसम्बन्धः,11.1	कर्ता,7.1;नित्यसम्बन्धः,11.1	N1	जो_(भक्तजन)	one_who	-	-
5.1	माम्	9	मां	अस्मद्{सर्व;अ;2;एक}	अस्मद्{सर्व;अ;2;एक}	कर्म,7.1	कर्म,7.1	N2	मुझको_(सगुणरूप_परमेश्वर_को)	unto_Me	-	-
6.1	नित्य-	4	नित्ययुक्ता	नित्य	नित्य	कर्मधारयः,6.2	कर्मधारयः,6.2	CP	निरन्तर_मेरे_भजन_ध्यान_में_लगे_हुए	always_engaged	<नित्य-युक्ताः>K1	-
6.2	युक्ताः	-		युज्2{कृत्_प्रत्ययः:क्त;युजिँर्;रुधादिः(युक्त;पुं;1;बहु)}	युज्2{कृत्_प्रत्ययः:क्त;युजिँर्;रुधादिः(युक्त;पुं;1;बहु)}	विशेषणम्,4.1	विशेषणम्,4.1	N1				-
7.1	उपासते	10	उपासते	उप_आस्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;आसँ;अदादिः}	उप_आस्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;उप_आसँ;अदादिः}	अभिहित_कर्ता,4.1;सकर्मकः.1	अभिहित_कर्ता,4.1;सकर्मकः.1	KP	भजते_हैं	worships	-	-
8.1	श्रद्धया	7	श्रद्धया	श्रद्धा{स्त्री;3;एक}	श्रद्धा{स्त्री;3;एक}	करणम्,10.1	करणम्,10.1	N3	श्रद्धा_से	with_faith	-	-
9.1	परया	6	परयोपेतास्ते	परा{स्त्री;3;एक}/परा{स्त्री;3;एक}	परा{स्त्री;3;एक}	विशेषणम्,8.1	विशेषणम्,8.1	N3	अतिशय_श्रेष्ठ	transcendental	-	-
10.1	उपेताः	8		उप_इ1{कृत्_प्रत्ययः:क्त;उप_इण्;अदादिः(उपेत;पुं;1;बहु)}	उप_इ1{कृत्_प्रत्ययः:क्त;उप_इण्;अदादिः(उपेत;पुं;1;बहु)}	विशेषणम्,11.1	विशेषणम्,11.1	N1	युक्त_होकर	engages	-	-
11.1	ते	11		तद्{पुं;1;बहु}	तद्{पुं;1;बहु}	कर्ता,14.1	कर्ता,14.1	N1	वे	they	-	-
12.1	मे	12	मे	अस्मद्{सर्व;अ;6;एक}	अस्मद्{सर्व;अ;6;एक}	षष्ठीसम्बन्धः,13.1	षष्ठीसम्बन्धः,13.1	N6	मुझको	me	-	-
13.1	युक्ततमाः	13	युक्ततमा	युक्ततम{पुं;1;बहु}/युक्ततमा{स्त्री;1;बहु}/युक्ततमा{स्त्री;2;बहु}	युक्ततम{पुं;1;बहु}	विधेय_विशेषणम्,11.1	विधेय_विशेषणम्,11.1	CP	योगियों_में_अति_उत्तम_योगी	most_perfect	-	-
14.1	मताः	14	मताः	मत{पुं;1;बहु}/मता{स्त्री;1;बहु}/मता{स्त्री;2;बहु}/मता{स्त्री;1;बहु}/मता{स्त्री;2;बहु}/मन्2{कृत्_प्रत्ययः:क्त;मनुँ;तनादिः(मत;पुं;1;बहु)}	मन्2{कृत्_प्रत्ययः:क्त;मनुँ;तनादिः(मत;पुं;1;बहु)}	अभिहित_कर्म,11.1;सकर्मकः.1	अभिहित_कर्म,11.1;सकर्मकः.1	N1	मान्य	consider	-	-
