index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	सर्वतः		सर्वतः	सर्वतः{अव्य}	सर्वतः{अव्य}	बहुव्रीहिः,1.2	देशाधिकरणम्_उप,11.1#देशाधिकरणम्_उप,10.1#देशाधिकरणम्_उप,8.1#क्रियाविशेषणम्,11.1#क्रियाविशेषणम्,10.1#क्रियाविशेषणम्,8.1#देशाधिकरणम्,10.1#देशाधिकरणम्,11.1	CP	प्रत्येक_दिशा_से	प्रत्येक_दिशा_से
1.2	पाणि-		पाणिपादं	पाणि	पाणि	इतरेतर-द्वन्द्वः,1.3	इतरेतर-द्वन्द्वः,2.2#इतरेतर-द्वन्द्वः,1.3	CP		
1.3	पादम्			पाद{नपुं;1;एक}/पाद{नपुं;2;एक}	पाद{नपुं;1;एक}	विधेय_विशेषणम्,2.1	सन्दर्भ_बिन्दुः,1.1#विधेय_विशेषणम्,2.1	N1		
2.1	तत्		तत्	तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;1;एक}	कर्ता,8.1	विशेषणम्,9.1#विशेषणम्,5.3#उप_अपेक्षा,4.1#कर्म,10.1#कर्म,8.1#विशेषणम्,2.2	N1	उस	उस
3.1	सर्वतः		सर्वतः	सर्वतः{अव्य}	सर्वतः{अव्य}	बहुव्रीहिः,3.2	देशाधिकरणम्_उप,11.1#देशाधिकरणम्_उप,10.1#देशाधिकरणम्_उप,8.1#क्रियाविशेषणम्,11.1#क्रियाविशेषणम्,10.1#क्रियाविशेषणम्,8.1#देशाधिकरणम्,10.1#देशाधिकरणम्,11.1#बहुव्रीहिः,3.2	CP	प्रत्येक_दिशा_से	प्रत्येक_दिशा_से
3.2	अक्षि-		अक्षि-शिरो-मुखम्	अक्षि	अक्षि	इतरेतर-द्वन्द्वः,3.3	इतरेतर-द्वन्द्वः,5.2#इतरेतर-द्वन्द्वः,3.3	CP	अक्षि-	अक्षि-
3.3	शिरो-		--	शिरस्	शिरस्	इतरेतर-द्वन्द्वः,3.4	इतरेतर-द्वन्द्वः,5.3	CP	शिरो-	शिरो-
3.4	मुखम्		--	मुख{पुं;2;एक}/मुख{नपुं;1;एक}/मुख{नपुं;2;एक}	मुख{नपुं;1;एक}	विधेय_विशेषणम्,2.1	विशेषणम्,9.1#विशेषणम्,3.1#उप_अपेक्षा,6.1#उप_अपेक्षा,4.1#कर्म,10.1#कर्म,8.1#कर्ता,11.1#सन्दर्भ_बिन्दुः,4.1	N1	मुख_के	मुख_के
4.1	सर्वतः		सर्वतः	सर्वतः{अव्य}	सर्वतः{अव्य}	बहुव्रीहिः,4.2	देशाधिकरणम्_उप,11.1#देशाधिकरणम्_उप,10.1#देशाधिकरणम्_उप,8.1#क्रियाविशेषणम्,11.1#क्रियाविशेषणम्,10.1#क्रियाविशेषणम्,8.1#देशाधिकरणम्,10.1#देशाधिकरणम्,11.1	CP	प्रत्येक_दिशा_से	प्रत्येक_दिशा_से
4.2	श्रुतिमत्		श्रुतिमत्	श्रुति{मतुप्;नपुं;1;एक}/श्रुति{मतुप्;नपुं;2;एक}	श्रुति{मतुप्;नपुं;1;एक}	विधेय_विशेषणम्,2.1	विशेषणम्,9.1#विशेषणम्,5.3#विशेषणम्,3.1#उप_अपेक्षा,6.1#कर्म,10.1#कर्म,8.1#कर्ता,11.1#सन्दर्भ_बिन्दुः,6.1	N1	श्रुति_के	श्रुति_के
5.1	लोके		लोके	लोक्1{कर्तरि;लट्;उ;एक;आत्मनेपदी;भ्वादिः}/लोक{पुं;7;एक}	लोक{पुं;7;एक}	अधिकरणम्,7.1	अधिकरणम्,11.1#अधिकरणम्,10.1#अधिकरणम्,7.1	N7	लोक_में	लोक_में
6.1	सर्वम्		सर्वम्	सर्व{सर्वनाम;पुं;2;एक}/सर्व{सर्वनाम;नपुं;1;एक}/सर्व{सर्वनाम;नपुं;2;एक}	सर्व{सर्वनाम;पुं;2;एक}	कर्म,7.1	विशेषणम्,5.3#विशेषणम्,3.1#कर्म,10.1#कर्म,8.1#कर्ता,11.1#कर्म,7.1	N2	सब	सब
7.1	आवृत्य		आवृत्य	आङ्_वृ1{अव्य;ल्यप्;स्वादिः}/आङ्_वृत्1{अव्य{ल्यप्;भ्वादिः}	आङ्_वृ1{अव्य;ल्यप्;स्वादिः}	पूर्वकालः,8.1	पूर्वकालः,11.1#पूर्वकालः,8.1	NA	ढक_जा_कर	ढक_जा_कर
8.1	तिष्ठति		तिष्ठति	ष्था1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/तिष्ठत्{पुं;7;एक(ष्था1;शतृ_लट्;भ्वादिः)}/तिष्ठत्{नपुं;7;एक(ष्था1;शतृ_लट्;भ्वादिः)}	ष्था1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,,2.1	अभिहितकर्ता,,11.1.1#अभिहित_कर्ता,,2.1	KP	रहता_है	रहता_है
