index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	ज्ञान-	3	ज्ञानयज्ञेन	ज्ञान	ज्ञान	कर्मधारयः,1.2	कर्मधारयः,1.2	CP	ज्ञानयज्ञ_के_द्वारा	by_cultivation_of_knowledge	<ज्ञान-यज्ञेन>K6	-
1.2	यज्ञेन	-	-	यज्ञ{पुं}{3;एक}	यज्ञ{पुं}{3;एक}	करणम्,4.1	करणम्,4.1	N3				-
2.1	च	7	चाप्यन्ये	च{अव्य}	च{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	और_भी	certainly_also	-	-
2.1.1	अपि	6	-	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,4.1	सम्बन्धः,4.1	NA	-	-	-	-
3.1	अन्ये	1	0	अन्य{नपुं}{1;द्वि}/अन्य{नपुं}{2;द्वि}/अन्य{नपुं}{7;एक}/अन्य{नपुं}{8;द्वि}/अन्य{पुं}{1;बहु}/अन्य{नपुं}{1;द्वि}/अन्य{नपुं}{2;द्वि}/अन्या{स्त्री}{1;द्वि}/अन्या{स्त्री}{2;द्वि}/अन्या{स्त्री}{8;एक}/अन्या{स्त्री}{8;द्वि}/अन्या{स्त्री}{1;द्वि}/अन्या{स्त्री}{2;द्वि}/अन्1{भावे;लट्;उ;एक;आत्मनेपदी;अनँ;अदादिः}	अन्य{पुं}{1;बहु}	कर्ता,6.1	कर्ता,6.1	N1	दूसरे_ज्ञानयोगी	others	-	-
4.1	यजन्तः	5	यजन्तो	यजत्{पुं}{1;बहु}/यजत्{पुं}{8;बहु}	यज्1{कृत्_प्रत्ययः:शतृ;यजँ;भ्वादिः;पुं}{1;बहु}	वर्तमानसमानकालः,6.1	वर्तमानसमानकालः,6.1	N1	पूजन_करते_हुए	worshiping	-	-
5.1	माम्	2	मामुपासते	अस्मद्{2;एक}	अस्मद्{2;एक}	कर्म,4.1	कर्म,4.1	N2	मुझको	me	-	-
6.1	उपासते	12	0	उप_आस्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;आसँ;अदादिः}	उप_आस्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;उप_आसँ;अदादिः}			KP	उपासना_करते_हैं	worship	-	-
7.1	एकत्वेन	4	एकत्वेन	एकत्व{नपुं}{3;एक}/एकत्व{नपुं}{3;एक}	एकत्व{नपुं}{3;एक}	क्रियाविशेषणम्,4.1	क्रियाविशेषणम्,4.1	N3	अभिन्न-भाव_से	in_oneness	-	-
8.1	पृथक्त्वेन	11	पृथक्त्वेन	पृथक्त्व{नपुं}{3;एक}	पृथक्त्व{नपुं}{3;एक}	क्रियाविशेषणम्,12.1	क्रियाविशेषणम्,12.1	N3	पृथक्-भाव_से	in_duality	-	-
9.1	बहुधा	9	बहुधा	बहुधा{अव्य}	बहुधा{अव्य}	क्रियाविशेषणम्,14.1	क्रियाविशेषणम्,14.1	NA	बहुत_प्रकार_से_स्थित	diversity	-	-
10.1	विश्वतः-	10	विश्वतोमुखम्	विश्वतर्	विश्वतः	बहुव्रीहिः,10.2	बहुव्रीहिः,10.2	CP	मुझ_विराट्स्वरूप_परमेश्वर_की	in_the_universal_form	<विश्वतः-मुखम्>Bs6	-
10.2	मुखम्	-	-	मुख{पुं}{2;एक}/मुख{नपुं}{1;एक}/मुख{नपुं}{2;एक}	मुख{पुं}{2;एक}	कर्म,14.1	कर्म,14.1	N2				-
11.1	(अन्ये)	8	(0)	अन्य{नपुं}{1;द्वि}/अन्य{नपुं}{2;द्वि}/अन्य{नपुं}{7;एक}/अन्य{नपुं}{8;द्वि}/अन्य{पुं}{1;बहु}/अन्य{नपुं}{1;द्वि}/अन्य{नपुं}{2;द्वि}/अन्या{स्त्री}{1;द्वि}/अन्या{स्त्री}{2;द्वि}/अन्या{स्त्री}{8;एक}/अन्या{स्त्री}{8;द्वि}/अन्या{स्त्री}{1;द्वि}/अन्या{स्त्री}{2;द्वि}/अन्1{भावे;लट्;उ;एक;आत्मनेपदी;अनँ;अदादिः}	अन्य{पुं}{1;बहु}	कर्ता,12.1	कर्ता,12.1	N1	(दूसरे_मनुष्य)	others	-	-
12.1	(उपासते)	7	(0)	(उप_आस्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;आसँ;अदादिः})	(उप_आस्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;उप_आसँ;अदादिः})			KP	(उपासना_करते_हैं)	worship	-	-
13.1	(अन्ये)			अन्य{नपुं}{1;द्वि}/अन्य{नपुं}{2;द्वि}/अन्य{नपुं}{7;एक}/अन्य{नपुं}{8;द्वि}/अन्य{पुं}{1;बहु}/अन्य{नपुं}{1;द्वि}/अन्य{नपुं}{2;द्वि}/अन्या{स्त्री}{1;द्वि}/अन्या{स्त्री}{2;द्वि}/अन्या{स्त्री}{8;एक}/अन्या{स्त्री}{8;द्वि}/अन्या{स्त्री}{1;द्वि}/अन्या{स्त्री}{2;द्वि}/अन्1{भावे;लट्;उ;एक;आत्मनेपदी;अनँ;अदादिः}	अन्य{पुं}{1;बहु}	कर्ता,14.1	कर्ता,14.1	N1				
14.1	(उपासते)			(उप_आस्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;आसँ;अदादिः})	(उप_आस्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;आसँ;अदादिः})			KP				
