index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	उद्धरेत्	3	उद्धरेदात्मनात्मानं	उद्धरेत्	उत्_हृ1{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;उत्_हृञ्;भ्वादिः}	अभिहित_कर्ता	अभिहित_कर्ता	KP	उद्धार_करे	must_deliver	-	-
2.1	आत्मना	1	0	आत्मन्{पुं}{3;एक}	आत्मन्{पुं}{3;एक}	करणम्,1.1	करणम्,1.1	N3	अपने_द्वारा	by_the_mind	-	-
3.1	आत्मानम्	2	0	आत्मन्{पुं}{2;एक}	आत्मन्{पुं}{2;एक}	कर्म,1.1	कर्म,1.1	N2	अपना	the_conditioned_soul	-	-
4.1	न	5	नात्मानमवसादयेत्	न{अव्य}	न{अव्य}	प्रतिषेधः,6.1	प्रतिषेधः,6.1	NA	न	never	-	-
5.1	आत्मानम्	4	0	आत्मन्{पुं}{2;एक}	आत्मन्{पुं}{2;एक}	प्रयोज्यकर्ता,6.1	प्रयोज्यकर्ता,6.1	N2	अपनेको_(अधोगति_में)	the_conditioned_soul	-	-
6.1	अवसादयेत्	6	0	अवसादयेत्	अव_सद्1_णिच्{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;अव_षदॢँ_णिच्;भ्वादिः}	अभिहित_कर्ता	अभिहित_कर्ता	KP	डाले	put_into_degradation	-	-
7.1	आत्मा	8	आत्मैव	आत्मन्{पुं}{1;एक}	आत्मन्{पुं}{1;एक}	कर्ता,11.1.1	कर्ता,11.1.1	N1	आप	mind	-	-
8.1	एव	9	0	एव{अव्य}	एव{अव्य}	सम्बन्धः,7.1	सम्बन्धः,7.1	NA	ही_तो	certainly	-	-
9.1	हि	7	ह्यात्मनो	हि{अव्य}	हि{अव्य}	सम्बन्धः,8.1	सम्बन्धः,8.1	NA	क्योंकि	indeed	-	-
10.1	आत्मनः	10	0	आत्मन्{पुं}{2;बहु}/आत्मन्{पुं}{5;एक}/आत्मन्{पुं}{6;एक}	आत्मन्{पुं}{6;एक}	षष्ठीसम्बन्धः,11.1	षष्ठीसम्बन्धः,11.1	N6	अपना	of_the_conditioned_soul	-	-
11.1	बन्धुः	11	बन्धुरात्मैव	बन्धु{पुं}{1;एक}	बन्धु{पुं}{1;एक}	विधेय_विशेषणम्,7.1	विधेय_विशेषणम्,7.1	N1	मित्र	friend	-	-
11.1.1	(अस्ति)	12	(0)	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,7.1;अकर्मकः.1	अभिहित_कर्ता,7.1;अकर्मकः.1	KP	(है)	is	-	-
12.1	आत्मा	13	0	आत्मन्{पुं}{1;एक}	आत्मन्{पुं}{1;एक}	कर्ता,15.1.1	कर्ता,15.1.1	N1	आप	mind	-	-
13.1	एव	14	0	एव{अव्य}	एव{अव्य}	सम्बन्धः,12.1	सम्बन्धः,12.1	NA	ही	certainly	-	-
14.1	रिपुः	16	रिपुरात्मनः	रिपु{पुं}{1;एक}	रिपु{पुं}{1;एक}	विधेय_विशेषणम्,12.1	विधेय_विशेषणम्,12.1	N1	शत्रु	enemy	-	-
15.1	आत्मनः	15	0	आत्मन्{पुं}{2;बहु}/आत्मन्{पुं}{5;एक}/आत्मन्{पुं}{6;एक}	आत्मन्{पुं}{6;एक}	षष्ठीसम्बन्धः,14.1	षष्ठीसम्बन्धः,14.1	N6	अपना	of_the_conditioned_soul	-	-
15.1.1	(अस्ति)	17	(0)	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,12.1;अकर्मकः.1	अभिहित_कर्ता,12.1;अकर्मकः.1	KP	(है)	is	-	-
