index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	मम	4	ममैवांशो	अस्मद्{6;एक}/मा1{कर्तरि;लिट्;म;बहु;परस्मैपदी;मा;अदादिः}	अस्मद्{6;एक}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	N6	मेरा	my	-	-
2.1	एव	5	0	एव{अव्य}	एव{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	ही	certainly	-	-
3.1	अंशः	6	0	अंश{पुं}{1;एक}	अंश{पुं}{1;एक}	विधेय_विशेषणम्,11.1	विधेय_विशेषणम्,11.1	N1	अंश_है	fragmental_particles	-	-
4.1	जीव-	1	जीवलोके	जीवलोक{पुं}{7;एक}	जीव	षष्ठी-तत्पुरुषः,4.2	षष्ठी-तत्पुरुषः,4.2	CP	इस_देह_में	in_the_world_of_conditional_life	<जीव-लोके>T6	-
4.2	लोके	-	-		लोक{पुं}{7;एक}	अधिकरणम्,10.1	अधिकरणम्,10.1	N7				-
5.1	जीव-	3	जीवभूतः	जीवभूत{पुं}{1;एक}	जीव	तृतीया-तत्पुरुषः,5.2	तृतीया-तत्पुरुषः,5.2	CP	जीवात्मा	the_conditioned_living_entity	<जीव-भूतः>T6	-
5.2	भूतः	-	-		भूत{पुं}{1;एक}	कर्ता,11.1	कर्ता,11.1	N1				-
6.1	सनातनः	2	सनातनः	सनातन{पुं}{1;एक}	सनातन{पुं}{1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1	यह_सनातन	eternal	-	-
7.1	मनः-	8	मनःषष्ठानीन्द्रियाणि	मनःषष्ठ{नपुं}{1;बहु}/मनःषष्ठ{नपुं}{2;बहु}/मनःषष्ठ{नपुं}{8;बहु}	मनः	कर्मधारयः,7.2	कर्मधारयः,7.2	CP	मन_और_पाँचों	mind_and_five	<मनः-षष्ठानि>Bs6	-
7.2	षष्ठानि	-	-		षष्ठ{नपुं}{2;बहु}	विशेषणम्,8.1	विशेषणम्,8.1	N2				-
8.1	इन्द्रियाणि	9	0	इन्द्रिय{नपुं}{1;बहु}/इन्द्रिय{नपुं}{2;बहु}/इन्द्रिय{नपुं}{8;बहु}	इन्द्रिय{नपुं}{2;बहु}	कर्म,10.1	कर्म,10.1	N2	इन्द्रियों_को	senses	-	-
9.1	प्रकृति-	7	प्रकृतिस्थानि	प्रकृतिस्थ{नपुं}{1;बहु}/प्रकृतिस्थ{नपुं}{2;बहु}/प्रकृतिस्थ{नपुं}{8;बहु}	प्रकृति	उपपद-तत्पुरुषः,9.2	उपपद-तत्पुरुषः,9.2	CP	इन_प्रकृति_में_स्थित	situated_in_material_nature	<प्रकृति-स्थानि>U	-
9.2	स्थानि	-	-		स्थ{नपुं}{2;बहु}	विशेषणम्,8.1	विशेषणम्,8.1	N2				-
10.1	कर्षति	10	कर्षति	कर्षत्{पुं}{7;एक}/कर्षत्{नपुं}{7;एक}/कृष्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;कृषँ;भ्वादिः}	कृष्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;कृषँ;भ्वादिः}	अभिहित_कर्ता,3.1	अभिहित_कर्ता,3.1	KP	आकर्षण_करता_है	struggling_hard	-	-
11.1	(अस्ति)		(अस्ति)	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,5.2	अभिहित_कर्ता,5.2	KP				
												
