index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	यत्	2	यच्चापि	यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य}	यद्{नपुं}{1;एक}	कर्तृसमानाधिकरणम्,18.1	कर्तृसमानाधिकरणम्,18.1	N1	जो	whatever	-	-
2.1	च	7	0	च{अव्य}	च{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	और	also	-	-
3.1	अपि	6	0	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	भी	may_be	-	-
4.1	सर्व-	3	सर्वभूतानां	सर्व	सर्व	कर्मधारयः,4.2	कर्मधारयः,4.2	CP	सब_भूतों_की	of_all_creations	<सर्व-भूतानां>K1	-
4.2	भूतानाम्	-	-	भूत{पुं}{6;बहु}/भूत{नपुं}{6;बहु}/भूता{स्त्री}{6;बहु}	भूत{पुं}{6;बहु}	निर्धारणम्,5.1	निर्धारणम्,5.1	N6				-
5.1	बीजम्	4	बीजं	बीज{नपुं}{1;एक}/बीज{नपुं}{2;एक}	बीज{नपुं}{1;एक}	कर्तृसमानाधिकरणम्,18.1	कर्तृसमानाधिकरणम्,18.1	N1	उत्पत्ति_का_कारण	the_seed	-	-
6.1	तत्	5	तदहमर्जुन	तद्{नपुं}{1;एक}/तद्{नपुं}{2;एक}	तद्{नपुं}{1;एक}	कर्तृसमानाधिकरणम्,18.1	कर्तृसमानाधिकरणम्,18.1	N1	वह	that	-	-
7.1	अहम्	8	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,18.1	कर्ता,18.1	N1	मैं	I	-	-
8.1	अर्जुन	1	0	अर्जुन{पुं}{8;एक}	अर्जुन{पुं}{8;एक}	सम्बोध्यः,18.1	सम्बोध्यः,18.1	N8	हे_अर्जुन	O_Arjuna	-	-
9.1	न	13	न	न{अव्य}	न{अव्य}	प्रतिषेधः,11.1	प्रतिषेधः,11.1	NA	नहीं	not	-	-
10.1	तत्	10	तदस्ति	तद्{नपुं}{1;एक}/तद्{नपुं}{2;एक}	तद्{नपुं}{1;एक}	कर्ता,11.1	कर्ता,11.1	N1	वह	that	-	-
11.1	अस्ति	14	0	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अभिहितकर्ता,10.1	अभिहितकर्ता,10.1	KP	है	is	-	-
12.1	विना	17	विना	विना{अव्य}	विना{अव्य}	अनुयोगी,14.1	अनुयोगी,14.1	NA	रहित	without	-	-
13.1	यत्	15	यत्स्यान्मया	यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य}	यद्{नपुं}{1;एक}	कर्ता,14.1	कर्ता,14.1	N1	जो	whatever	-	-
14.1	स्यात्	18	0	अस्2{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;विधिलिङ्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अभिहितकर्ता,13.1	अभिहितकर्ता,13.1	KP	हो	exists	-	-
15.1	मया	16	0	अस्मद्{3;एक}	अस्मद्{3;एक}	प्रतियोगी,12.1	प्रतियोगी,12.1	N3	मुझसे	by_me	-	-
16.1	भूतम्	12	भूतं	भूत{पुं}{2;एक}/भूत{नपुं}{1;एक}/भूत{नपुं}{2;एक}	भूत{नपुं}{1;एक}	कर्तृसमानाधिकरणम्,11.1	कर्तृसमानाधिकरणम्,11.1	N1	भूत	created	-	-
17.1	चर-	11	चराचरम्	चर	चराचर{नपुं}{1;एक}	नञ्-तत्पुरुषः,17.2	नञ्-तत्पुरुषः,17.2	CP	चर_और_अचर	moving_and_unmoving	<चर-<न-चरम्>Tn>Ds	-
17.2	अ-	-	-	अ		इतरेतर-द्वन्दः,17.3	इतरेतर-द्वन्दः,17.3	CP				-
17.3	चरम्	-	-	चर{पुं}{2;एक}/चर{नपुं}{1;एक}/चर{नपुं}{2;एक}		विशेषणम्,16.1	विशेषणम्,16.1	N1				-
18.1	(अस्मि)	9	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	अभिहितकर्ता,7.1	अभिहितकर्ता,7.1	KP	(हूँ)	am	-	-
