index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अ-	1	असंयतात्मना	अ	अ	नञ्-तत्पुरुषः,1.2	नञ्-तत्पुरुषः,1.2	CP	असंयमी_पुरुष_द्वारा	by_the_unbridled_mind	<<अ-संयत>Tn-आत्मना>Bs3	-
1.2	संयत-	-	-	संयत	संयत	बहुव्रीहिः,1.3	बहुव्रीहिः,1.3	CP				-
1.3	आत्मना	-	-	आत्मन्{पुं;3;एक}	आत्मन्{पुं;3;एक}	कर्ता,3.1	कर्ता,3.1	N3				-
2.1	योगः	2	योगो	योग{पुं;1;एक}	योग{पुं;1;एक}	कर्म,3.1	कर्म,3.1	N1	योग	self-realization	-	-
3.1	दुष्प्रापः	3	दुष्प्राप	दुष्प्राप{पुं;1;एक}/दुस्_प्र_आप्1{कृत्_प्रत्ययः;क्त;आपॢँ;स्वादिः;पुं;1;एक}	दुस्_प्र_आप्1{कृत्_प्रत्ययः;क्त;आपॢँ;स्वादिः;पुं;1;एक}	वाक्यकर्म,6.1	वाक्यकर्म,6.1	N1	दुष्प्राप्य_है	difficult_to_obtain	-	-
4.1	इति	4	इति	इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,3.1	वाक्यकर्म_द्योतकः,3.1	NA	यह	thus	-	-
5.1	मे	5	मे	अस्मद्{6;एक}	अस्मद्{6;एक}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1	N6	मेरा	my	-	-
6.1	मतिः	6	मतिः	मति{स्त्री;1;एक}	मति{स्त्री;1;एक}	अभिहित_कर्ता	अभिहित_कर्ता	N1	मत_है	opinion	-	-
7.1	वश्य-	9	वश्यात्मना	वश्य	वश्य	बहुव्रीहिः,7.2	बहुव्रीहिः,7.2	CP	वश_में_किये_हुए_मनवाले	by_the_controlled_mind	-	-
7.2	आत्मना	-	-	आत्मन्{पुं;3;एक}	आत्मन्{पुं;3;एक}	कर्ता,10.1.1	कर्ता,10.1.1	N3				-
8.1	तु	7	तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,10.1.1	सम्बन्धः,10.1.1	NA	और	but	-	-
9.1	यतता	8	यतता	यतता{स्त्री;1;एक}/यत्1{कृत्_प्रत्ययः;शतृ;यतीँ;भ्वादिः;पुं;3;एक}	यत्1{कृत्_प्रत्ययः;शतृ;यतीँ;भ्वादिः;पुं;3;एक}	विशेषणम्,7.2	विशेषणम्,7.2	N3	प्रयत्नशील_पुरुष_द्वारा	while_endeavoring	-	-
10.1	अवाप्तुम्	11	शक्योऽवाप्तुमुपायतः	अव_आप्1{कृत्_प्रत्ययः;तुमुन्;आपॢँ;स्वादिः}	अव_आप्1{कृत्_प्रत्ययः;तुमुन्;आपॢँ;स्वादिः}	तुमुन्_कर्म,10.1.1	तुमुन्_कर्म,10.1.1	NA	प्राप्त_होना_सहज_है	practical_to_achieve	-	-
10.1.1	शक्यः	12		शक्1{कृत्_प्रत्ययः;यत्;शक्लृँ;स्वादिः;पुं;1;एक}	शक्1{कृत्_प्रत्ययः;यत्;शक्लृँ;स्वादिः;पुं;1;एक}	अभिहित_कर्म	अभिहित_कर्म	N1	-	-	-
11.1	उपायतः	10	0	उपायतः{अव्य}	उपायतः{अव्य}	हेतुः,10.1	हेतुः,10.1	NA	साधन_से	appropriate_means	-	-
