index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	अन्-	2	अनपेक्षः	अन्	अन्	बहुव्रीहिः,1.2	बहुव्रीहिः,1.2	CP	आकांक्षा_से_रहित	neutral	<न-अपेक्षः>Bsmn	-
1.2	अपेक्षः	-	-	अपेक्ष{पुं;1;एक}	अपेक्ष{पुं;1;एक}	समुच्चितः,8.2	समुच्चितः,8.2	N1				-
2.1	शुचिः	3	शुचिर्दक्ष	शुचि{पुं;1;एक}/शुचि{स्त्री;1;एक}	शुचि{पुं;1;एक}	समुच्चितः,8.2	समुच्चितः,8.2	N1	बाहर-भीतर_से_शुद्ध	pure	-	-
3.1	दक्षः	4		दक्ष{पुं;1;एक}	दक्ष{पुं;1;एक}	समुच्चितः,8.2	समुच्चितः,8.2	N1	चतुर	expert	-	-
4.1	उदासीनः	5	उदासीनो	उदासीन{पुं;1;एक}	उदासीन{पुं;1;एक}	समुच्चितः,8.2	समुच्चितः,8.2	N1	पक्षपात_से_रहित	free_from_care	-	-
5.1	गत-	6	गतव्यथः	गत	गत	बहुव्रीहिः,5.2	बहुव्रीहिः,5.2	CP	दुःखों_से_छूटा_हुआ	freed_from_all_distress	<गत-व्यथः>Bs5	-
5.2	व्यथः	-		व्यथ{पुं;1;एक}	व्यथ{पुं;1;एक}	समुच्चितः,8.2	समुच्चितः,8.2	N1				-
6.1	सर्व-	9	सर्वारम्भपरित्यागी	सर्व	सर्व	कर्मधारयः,6.2	कर्मधारयः,6.2	CP	सब_आरम्भों_का_त्यागी	renouncer_of_all_endeavors	<<सर्व-आरम्भ>K1-परित्यागी>T6	-
6.2	आरम्भ-	-		आरम्भ	आरम्भ	षष्ठी-तत्पुरुषः,6.3	षष्ठी-तत्पुरुषः,6.3	CP				-
6.3	परित्यागी	-		परित्यागिन्{पुं;1;एक}	परित्यागिन्{पुं;1;एक}	समुच्चितः,8.2	समुच्चितः,8.2	N1				-
7.1	यः	1	यो	यद्{पुं;1;एक}	यद्{पुं;1;एक}	कर्ता,8.1.1;नित्यसम्बन्धः,9.1	कर्ता,8.1.1;नित्यसम्बन्धः,9.1	N1	जो_(पुरुष)	anyone	-	-
8.1	मद्-	10	मद्भक्तः	मद्	मद्	षष्ठी-तत्पुरुषः,8.2	षष्ठी-तत्पुरुषः,8.2	CP	मेरा_भक्त	My_devotee	<अस्मत्-भक्तः>T6	-
8.2	भक्तः	-		भक्त{पुं;1;एक}	भक्त{पुं;1;एक}	विधेय_विशेषणम्,7.1	विधेय_विशेषणम्,7.1	N1				-
8.1.1	(अस्ति)	7		(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,7.1;अकर्मकः.1	अभिहित_कर्ता,7.1;अकर्मकः.1	KP	(है)	is	-	-
9.1	सः	8	स	तद्{पुं;1;एक}	तद्{पुं;1;एक}	कर्ता,11.1.1	कर्ता,11.1.1	N1	वह	he	-	-
10.1	मे	11	मे	अस्मद्{सर्व;अ;6;एक}	अस्मद्{सर्व;अ;6;एक}	षष्ठीसम्बन्धः,11.1	षष्ठीसम्बन्धः,11.1	N6	मुझको	me	-	-
11.1	प्रियः	12	प्रियः	प्री{नपु;{5;एक}/प्री{नपुं;6;एक}/प्रिय{पुं;1;एक}	प्रिय{पुं;1;एक}	विधेय_विशेषणम्,9.1	कर्तृसमानाविधेय_विशेषणम्धिकरणम्,9.1;विधेय_विशेषणम्,9.1	N1	प्रिय	very_dear	-	-
11.1.1	(अस्ति)	13		(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,9.1;अकर्मकः.1	अभिहित_कर्ता,9.1;अकर्मकः.1	KP	(है)	is	-	-
