index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	पिता	5	पिताहमस्य	पितृ{पुं}{1;एक}	पितृ{पुं}{1;एक}	समुच्चितः,7.1	समुच्चितः,7.1	N1	पिता	father	-	-
2.1	अहम्	1	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,16.1	कर्ता,16.1	N1	मैं	I	-	-
3.1	अस्य	2	0	इदम्{पुं}{6;एक}/इदम्{नपुं}{6;एक}/अस्3{कर्तरि;लोट्;म;एक;परस्मैपदी;असुँ;दिवादिः}	इदम्{नपुं}{6;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N6	इस	of_this	-	-
4.1	जगतः	3	जगतो	जगत्{पुं}{1;बहु}/जगत्{पुं}{2;बहु}/जगत्{पुं}{5;एक}/जगत्{पुं}{6;एक}/जगत्{नपुं}{5;एक}/जगत्{नपुं}{6;एक}	जगत्{नपुं}{6;एक}	षष्ठीसम्बन्धः,1.1	षष्ठीसम्बन्धः,1.1	N6	सम्पूर्ण_जगत्_का	of_the_universe	-	-
5.1	माता	6	माता	मातृ{स्त्री}{1;एक}	मातृ{स्त्री}{1;एक}	समुच्चितः,7.1	समुच्चितः,7.1	N1	माता	mother	-	-
6.1	धाता	4	धाता	धाता{स्त्री}{1;एक}/धातृ{पुं}{1;एक}/धा1{कर्तरि;लुट्;प्र;एक;परस्मैपदी;डुधाञ्;जुहोत्यादिः}/धा1{कर्तरि;लुट्;प्र;एक;आत्मनेपदी;डुधाञ्;जुहोत्यादिः}/धा1{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;डुधाञ्;जुहोत्यादिः}/धे1{कर्तरि;लुट्;प्र;एक;परस्मैपदी;धेट्;भ्वादिः}/धे1{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;धेट्;भ्वादिः}	धातृ{पुं}{1;एक}	समुच्चितः,7.1	समुच्चितः,7.1	N1	धाता_अर्थात्_धारण_करनेवाला_एवं_कर्मों_के_फल_को_देनेवाला	supporter	-	-
7.1	पितामहः	8	पितामहः	पितामह{पुं}{1;एक}	पितामह{पुं}{1;एक}	कर्तृसमानाधिकरणम्,2.1	कर्तृसमानाधिकरणम्,2.1	N1	पितामह	grandfather	-	-
8.1	वेद्यम्	12	वेद्यं	विद्1{कृत्_प्रत्ययः:ण्यत्;विदँ;अदादिः;नपुं}/वेद्य{पुं}{2;एक}/वेद्य{नपुं}{1;एक}/वेद्य{नपुं}{2;एक}	वेद्य{नपुं}{1;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N1	जाननेयोग्य	what_is_to_be_known	-	-
9.1	पवित्रम्	13	पवित्रमोङ्कार	पवित्र{पुं}{2;एक}/पवित्र{नपुं}{1;एक}/पवित्र{नपुं}{2;एक}	पवित्र{नपुं}{1;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N1	पवित्र	that_which_purifies	-	-
10.1	ओङ्कारः	14	0	ओङ्कार{पुं}{1;एक}	ओङ्कार{पुं}{1;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N1	ऊँकार	the_syllable_om	-	-
11.1	ऋक्	15	ऋक्साम	ऋच्{स्त्री}{1;एक}	ऋक्{स्त्री}{1;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N1	ऋग्वेद	the_Rg_Veda	-	-
12.1	साम	16	0	साम{पुं}{8;एक}/साम{नपुं}{8;एक}/सामन्{नपुं}{1;एक}/सामन्{नपुं}{2;एक}/सामन्{नपुं}{8;एक}	सामन्{नपुं}{1;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N1	सामवेद	the_Sama_Veda	-	-
13.1	यजुः	18	यजुरेव	यजुस्{नपुं}{1;एक}/यजुस्{नपुं}{2;एक}/यजुस्{नपुं}{8;एक}	यजुस्{नपुं}{1;एक}	कर्तृसमानाधिकरणम्,17.1	कर्तृसमानाधिकरणम्,17.1	N1	यजुर्वेद	the_Yajur_Veda	-	-
14.1	एव	11	0	एव{अव्य}	एव{अव्य}	सम्बन्धः,13.1	सम्बन्धः,13.1	NA	ही	certainly	-	-
15.1	च	17	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,13.1	समुच्चय_द्योतकः,13.1	NA	और	and	-	-
16.1	(अस्मि)	19	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})			KP	(हूँ)	am	-	-
17.1	(अहम्)	10	(0)	(अस्मद्{1;एक})	(अस्मद्{1;एक})	कर्ता,18.1	कर्ता,18.1	N1	(मैं)	I	-	-
18.1	(अस्मि)	9	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})			KP	(हूँ)	am	-	-
19.1	(च)	7	(0)	(च{अव्य})	(च{अव्य})	समुच्चय_द्योतकः,7.1	समुच्चय_द्योतकः,7.1	NA	(और)	and	-	-
