index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	त्वम्	1	त्वमक्षरं	युष्मद्{सर्व;अ;1;एक}	युष्मद्{सर्व;अ;1;एक}	कर्ता,4.1.1	कर्ता,4.1.1	N1	आप	you	-	-
2.1	अ-	4		अ	अ	नञ्-तत्पुरुषः,2.2	नञ्-तत्पुरुषः,2.2	CP	अक्षर_अर्थात्_परब्रह्म_परमात्मा	inexhaustible	<न-क्षरम्>Tn	-
2.2	क्षरम्	-	-	क्षर{नपुं;1;एक}/क्षर{नपुं;2;एक}	क्षर{नपुं;1;एक}	विधेय_विशेषणम्,1.1	विधेय_विशेषणम्,1.1	N1				-
3.1	परमम्	3	परमं	परमम्{अव्य}/परम{पुं;2;एक}/परम{नपुं;1;एक}/परम{नपुं;2;एक}	परम{नपुं;1;एक}	विशेषणम्,2.2	विशेषणम्,2.1	N1	परम	supreme	-	-
4.1	वेदितव्यम्	2	वेदितव्यं	वेदितव्य{पुं;2;एक}/वेदितव्य{नपुं;1;एक}/वेदितव्य{नपुं;2;एक}/विद्1{कृत्_प्रत्ययः:तव्यत्;विदँ;अदादिः(वेदितव्य;नपुं;1;एक)}	विद्1{कृत्_प्रत्ययः:तव्यत्;विदँ;अदादिः(वेदितव्य;नपुं;1;एक)}	विशेषणम्,2.2	विशेषणम्,2.1	N1	जानने_योग्य	to_be_understood	-	-
4.1.1	(असि)	5		(अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,1.1;अकर्मकः.1	अभिहित_कर्ता,1.1;अकर्मकः.1	KP	(हैं)	are	-	-
5.1	त्वम्	6	त्वमस्य	युष्मद्{सर्व;अ;1;एक}	युष्मद्{सर्व;अ;1;एक}	कर्ता,9.1.1	कर्ता,9.1.1	N1	आप	you	-	-
6.1	अस्य	7		इदम्{पुं;6;एक}/इदम्{नपुं;6;एक}/अस्3{कर्तरि;लोट्;म;एक;परस्मैपदी;असुँ;दिवादिः}	इदम्{नपुं;6;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N6	इस	of_this	-	-
7.1	विश्वस्य	8	विश्वस्य	विश्व{पुं;6;एक}/विश्व{नपुं;6;एक}/विश्व{पुं;6;एक}/विश्व{नपुं;6;एक}/वि_श्वस्1{कृत्_प्रत्ययः:ल्यप्;श्वसँ;अदादिः}	विश्व{नपुं;6;एक}	षष्ठीसम्बन्धः,9.1	षष्ठीसम्बन्धः,9.1	N6	जगत्_के	of_the_universe	-	-
8.1	परम्	9	परं	परम्{अव्य}/पर{पुं;2;एक}/पर{नपुं;1;एक}/पर{नपुं;2;एक}/पर{पुं;2;एक}/पर{नपुं;1;एक}/पर{नपुं;2;एक}	पर{नपुं;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N1	परम	supreme	-	-
9.1	निधानम्	10	निधानम्	निधान{नपुं;1;एक}/निधान{नपुं;2;एक}	निधान{नपुं;1;एक}	विधेय_विशेषणम्,5.1	विधेय_विशेषणम्,5.1	N1	आश्रय	basis	-	-
9.1.1	(असि)	11		(अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,5.1;अकर्मकः.1	अभिहित_कर्ता,5.1;अकर्मकः.1	KP	(हैं)	are	-	-
10.1	त्वम्	12	त्वमव्ययः	युष्मद्{सर्व;अ;1;एक}	युष्मद्{सर्व;अ;1;एक}	कर्ता,13.1.1	कर्ता,12.1.1	N1	आप	you	-	-
11.1	अ-	16		अ	अ	बहुव्रीहिः ,11.2	बहुव्रीहिः ,11.2	CP	अविनाशी	inexhaustible	<न-व्ययः>Bsmn	-
11.2	व्ययः	-	-	व्यय{पुं;1;एक}	व्यय{पुं;1;एक}	विशेषणम्,15.1	विशेषणम्,15.1	N1				-
12.1	शाश्वत-	13	शाश्वतधर्मगोप्ता	शाश्वत	शाश्वत	कर्मधारयः,12.2	कर्मधारयः,12.2	CP	अनादि_धर्म_के_रक्षक	maintainer_of_the_eternal_religion	<<शाश्वत-धर्म>K1-गोप्ता>T6	-
12.2	धर्म-	-	-	धर्म	धर्म	षष्ठी-तत्पुरुषः,12.3	षष्ठी-तत्पुरुषः,12.3	CP				-
12.3	गोप्ता	-	-	गोप्तृ{पुं;1;एक}	गोप्तृ{पुं;1;एक}	विधेय_विशेषणम्,10.1	विधेय_विशेषणम्,10.1	N1				-
13.1.1	(असि)	14		(अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,10.1;अकर्मकः.1	अभिहित_कर्ता,10.1;अकर्मकः.1	KP	(हैं)	are	-	-
13.1	सनातनः	17	सनातनस्त्वं	गोप्तृ{पुं;1;एक}	सनातन{पुं;1;एक}	विशेषणम्,15.1	विशेषणम्,15.1	N1	सनातन	eternal	-	-
14.1	त्वम्	15		युष्मद्{सर्व;अ;1;एक}	युष्मद्{सर्व;अ;1;एक}	कर्ता,15.1.1	कर्ता,15.1.1	N1	आप	you	-	-
15.1	पुरुषः	18	पुरुषो	पुरुष{पुं;1;एक}	पुरुष{पुं;1;एक}	विधेय_विशेषणम्,14.1	विधेय_विशेषणम्,14.1	N1	पुरुष	Supreme_Personality	-	-
15.1.1	(असि)	19		(अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः})	वाक्यकर्म,16.1	वाक्यकर्म,16.1	KP	(हैं)	are	-	-
15.2.1	(इति)	20	(0)	(इति{अव्य})	(इति{अव्य})	वाक्यकर्मद्योतकः,16.1	वाक्यकर्मद्योतकः,16.1	NA	(ऐसा)	thus	-	-
16.1	मतः	22	मतो	मत{पुं;1;एक}	मत{पुं;1;एक}	कर्ता,17.1.1	कर्ता,17.1.1	N1	मत	opinion	-	-
17.1	मे	21	मे	अस्मद्{सर्व;अ;6;एक}	अस्मद्{सर्व;अ;6;एक}	षष्ठीसम्बन्धः,16.1	षष्ठीसम्बन्धः,16.1	N6	मेरा	my	-	-
17.1.1	(अस्ति)	23		(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,16.1;अकर्मकः.1	अभिहित_कर्ता,16.1;अकर्मकः.1	KP	(है)	is	-	-
