index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	न	3	न	न{अव्य}	न{अव्य}	प्रतिषेधः,17.1	प्रतिषेधः,17.1	NA	नहीं	never	-	-
2.1	च	10	च	च{अव्य}	च{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	और	also	-	-
3.1	मत्-	2	मत्स्थानि	अस्मद्	अस्मद्	उपपद_तत्पुरुषः,3.2	उपपद_तत्पुरुषः,3.2	CP	मुझमें_स्थित	situated_in_Me	<अस्मत्-स्थानि>U	-
3.2	स्थानि	-	-	स्थ{नपुं}{1;बहु}/स्थ{नपुं}{2;बहु}/स्थ{नपुं}{8;बहु}/स्थानिन्{नपुं}{1;एक}/स्थानिन्{नपुं}{2;एक}	स्थ{नपुं}{1;बहु}	कर्तृसमानाधिकरणम्,4.1	कर्तृसमानाधिकरणम्,4.1	N1				-
4.1	भूतानि	1	भूतानि	भूत{नपुं}{1;बहु}/भूत{नपुं}{2;बहु}/भूत{नपुं}{8;बहु}	भूत{नपुं}{1;बहु}	कर्ता,17.1	कर्ता,17.1	N1	वे_सब_भूत	all_creation	-	-
5.1	पश्य	8	पश्य	दृश्1{कर्तरि;लोट्;म;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	दृश्1{कर्तरि;लोट्;म;एक;परस्मैपदी;दृशिँर्;भ्वादिः}			KP	देख	just_see	-	-
6.1	मे	5	मे	अस्मद्{6;एक}	अस्मद्{6;एक}	षष्ठीसम्बन्धः,8.1	षष्ठीसम्बन्धः,8.1	N6	मेरी	my	-	-
7.1	योगम्	7	योगमैश्वरम्	योग{पुं}{2;एक}	योग{पुं}{2;एक}	समुच्चितः,8.1	समुच्चितः,8.1	N2	योगशक्ति_को	mystic_power	-	-
8.1	ऐश्वरम्	6	0	ऐश्वर{पुं}{2;एक}/ऐश्वर{नपुं}{1;एक}/ऐश्वर{नपुं}{2;एक}	ऐश्वर{पुं}{2;एक}	कर्म,5.1	कर्म,5.1	N2	ईश्वरीय	inconceivable	-	-
9.1	भूत-	9	भूतभृन्न	भूत	भूत	उपपद_तत्पुरुषः,9.2	उपपद_तत्पुरुषः,9.2	CP	भूतों_का_धारण-पोषण_करनेवाला	maintainer_of_all_living_entities	<भूत-भृत्>U	-
9.2	भृत्	-	-	भृत्{नपुं}/भृत्{पुं}/भृत्{नपुं}/भृत्{पुं}	भृत्{पुं}{1;एक}	समुच्चितः,15.1	समुच्चितः,15.1	N1				-
10.1	न	16	0	न{अव्य}	न{अव्य}	प्रतिषेधः,16.1	प्रतिषेधः,16.1	NA	नहीं	never	-	-
11.1	च	12	च	च{अव्य}	च{अव्य}	समुच्चयद्योतकः,15.1	समुच्चयद्योतकः,15.1	NA	भी	also	-	-
12.1	भूत-	15	भूतस्थो	भूत	भूत	उपपद_तत्पुरुषः,12.2	उपपद-तत्पुरुषः,12.2	CP	भूतों_में_स्थित	in_the_cosmic_manifestation	<भूत-स्थः>U	-
12.2	स्थः	-	-	स्थ{पुं}{1;एक}	स्थ{पुं}{1;एक}	विधेय_विशेषणम्,14.1	विधेय_विशेषणम्,14.1	N1				-
13.1	मम	13	ममात्मा	अस्मद्{6;एक}/मा1{कर्तरि;लिट्;म;बहु;परस्मैपदी;मा;अदादिः}	अस्मद्{6;एक}	षष्ठीसम्बन्धः,14.1	षष्ठीसम्बन्धः,14.1	N6	मेरा	my	-	-
14.1	आत्मा	14	0	आत्मन्{पुं}{1;एक}	आत्मन्{पुं}{1;एक}	कर्ता,16.1	कर्ता,16.1	N1	आत्मा	self	-	-
15.1	भूत-	11	भूतभावनः	भूत	भूत	उपपद_तत्पुरुषः,15.2	उपपद_तत्पुरुषः,15.2	CP	भूतों_को_उत्पन्न_करनेवाला	the_source_of_all_manifestations	<भूत-भावनः>U	-
15.2	भावनः	-	-	भावन{पुं}{1;एक}	भावन{पुं}{1;एक}	विशेषणम्,14.1	विशेषणम्,14.1	N1				-
16.1	(अस्ति)	17	(0)	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})			KP	(है)	is	-	-
17.1	(सन्ति)	4	(0)	(सत्{नपुं}{1;बहु}/सत्{नपुं}{2;बहु}/सत्{नपुं}{8;बहु}/सन्ती{स्त्री}{8;एक}/अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})			KP	(हैं)	are	-	-
18.1	(च)			च{अव्य}	च{अव्य}	समुच्चयद्योतकः,8.1	समुच्चयद्योतकः,8.1	NA				
