index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	ते	1	ते	तद्{पुं}{1;बहु}/तद्{स्त्री}{1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं}{1;द्वि}/तद्{नपुं}{2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक}	तद्{पुं}{1;बहु}	कर्ता,9.1	कर्ता,9.1	N1	वे	they	-	-
2.1	तम्	2	तं	तद्{पुं}{2;एक}	तद्{पुं}{2;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N2	उस	that	-	-
3.1	भुक्त्वा	5	भुक्त्वा	भुक्त्वा	भुज्2{कृत्_प्रत्ययः:क्त्वा;भुजँ;रुधादिः}	पूर्वकालः,9.1	पूर्वकालः,9.1	NA	भोगकर	enjoying	-	-
4.1	स्वर्ग-	4	स्वर्गलोकं	स्वर्गलोक{पुं}{2;एक}	स्वर्ग	कर्मधारयः,4.2	कर्मधारयः,4.2	CP	स्वर्गलोक_को	heaven	<स्वर्ग-लोकम्>K1	-
4.2	लोकम्	-	-		लोक{पुं}{2;एक}	कर्म,3.1	कर्म,3.1	N2				-
5.1	विशालम्	3	विशालं	विशाल{पुं}{2;एक}/विशाल{नपुं}{1;एक}/विशाल{नपुं}{2;एक}	विशाल{पुं}{2;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N2	विशाल	vast	-	-
6.1	क्षीणे	7	क्षीणे	क्षीण{पुं}{7;एक}/क्षीण{नपुं}{1;द्वि}/क्षीण{नपुं}{2;द्वि}/क्षीण{नपुं}{7;एक}/क्षीण{नपुं}{8;द्वि}/क्षीणा{स्त्री}{1;द्वि}/क्षीणा{स्त्री}{2;द्वि}/क्षीणा{स्त्री}{8;एक}/क्षीणा{स्त्री}{8;द्वि}	क्षी1{कृत्_प्रत्ययः:क्त;क्षीष्;क्र्यादिः;नपुं}{7;एक}	भावलक्षणसप्तमी_पूर्वकालः,9.1	भावलक्षणसप्तमी_पूर्वकालः,9.1	N7	क्षीण_होनेपर	being_exhausted	-	-
7.1	पुण्ये	6	पुण्ये	पुण्य{नपुं}{1;द्वि}/पुण्य{नपुं}{2;द्वि}/पुण्य{नपुं}{7;एक}/पुण्य{नपुं}{8;द्वि}/पुण्या{स्त्री}{1;द्वि}/पुण्या{स्त्री}{2;द्वि}/पुण्या{स्त्री}{8;एक}/पुण्या{स्त्री}{8;द्वि}/पुण्1{भावे;लट्;उ;एक;आत्मनेपदी;पुणँ;तुदादिः}	पुण्य{नपुं}{7;एक}	कर्ता,6.1	कर्ता,6.1	N7	पुण्य	merits	-	-
8.1	मर्त्य-	8	मर्त्यलोकं	मर्त्यलोक{पुं}{2;एक}	मर्त्य	षष्ठी-तत्पुरुषः,8.2	षष्ठी-तत्पुरुषः,8.2	CP	मृत्युलोक_को	mortal_earth	<मर्त्य-लोकम्>T6	-
8.2	लोकम्	-	-		लोक{पुं}{2;एक}	कर्म,9.1	कर्म,9.1	N2				-
9.1	विशन्ति	9	विशन्ति	विशत्{नपुं}{1;बहु}/विशत्{नपुं}{2;बहु}/विशत्{नपुं}{8;बहु}	विश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;विशँ;तुदादिः}	अभिहित_कर्ता,1.1;सकर्मकः.1	अभिहित_कर्ता,1.1;सकर्मकः.1	KP	प्राप्त_होते_हैं	fall_down	-	-
10.1	एवम्	10	एवं	एवम्{अव्य}	एवम्{अव्य}	सम्बन्धः,15.1	सम्बन्धः,15.1	NA	इस_प्रकार	thus	-	-
11.1	त्रयी-	11	त्रयीधर्ममनुप्रपन्ना	त्रयीधर्म{पुं}{2;एक}	त्रयी	तत्पुरुषः,11.2	तत्पुरुषः,11.2	CP	तीनों_वेदों_में_कहे_हुए_सकाम_कर्म_का	the_three_doctrines_i.e.,_Vedas	<त्रयी-धर्मम्>Tds	-
11.2	धर्मम्	-	-		धर्म{पुं}{2;एक}	सम्बन्धः,12.1	सम्बन्धः,12.1	N2				-
