index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अथवा	1	अथवा	अथवा{अव्य}	अथवा{अव्य}	सम्बन्धः,8.1.1	सम्बन्धः,8.1.1	NA	अथवा	or	-	-
2.1	बहुना	4	बहुनैतेन	बहुना{अव्य}/बहु{पुं}{3;एक}/बहु{स्त्री}{3;एक}/बहु{नपुं}{3;एक}	बहु{पुं}{3;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N3	बहुत	many	-	-
3.1	एतेन	3	0	एतद्{पुं}{3;एक}/एतद्{नपुं}{3;एक}	एतद्{पुं}{3;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N3	इस	by_this_kind	-	-
4.1	किम्	7	किं	किम्{नपुं}{1;एक}/किम्{नपुं}{2;एक}	किम्{नपुं}{1;एक}	प्रयोजनम्,8.1.1	प्रयोजनम्,8.1.1	N1	क्या_(प्रयोजन_है)	what	-	-
5.1	ज्ञातेन	5	ज्ञातेन	ज्ञात{पुं}{3;एक}/ज्ञात{नपुं}{3;एक}	ज्ञा2{कृत्_प्रत्ययः:क्त;ज्ञा;क्र्यादिः;पुं}{3;एक}	हेतुः,8.1.1	हेतुः,8.1.1	N3	जानने_से	knowing	-	-
6.1	तव	6	तवार्जुन	युष्मद्{6;एक}	युष्मद्{6;एक}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1	N6	तेरा	you	-	-
7.1	अर्जुन	2	0	अर्जुन{पुं}{8;एक}	अर्जुन{पुं}{8;एक}	सम्बोध्यः,8.1.1	सम्बोध्यः,8.1.1	N8	हे_अर्जुन	O_Arjuna	-	-
8.1.1	(अस्ति)	8	(0)	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})			KP	(है)	is	-	-
8.1	विष्टभ्य	14	विष्टभ्याहमिदं	विष्टभ्य	वि_स्तम्भ्1{कृत्_प्रत्ययः:ल्यप्;वि_ष्टभिँ;भ्वादिः}	पूर्वकालः,13.1	पूर्वकालः,13.1	NA	धारण_करके	entire	-	-
9.1	अहम्	9	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,13.1	कर्ता,13.1	N1	मैं	I	-	-
10.1	इदम्	10	0	इदम्{नपुं}{1;एक}/इदम्{नपुं}{2;एक}	इदम्{नपुं}{2;एक}	विशेषणम्,14.1	विशेषणम्,14.1	N2	इस	this	-	-
11.1	कृत्स्नम्	11	कृत्स्नमेकांशेन	कृत्स्न{नपुं}{1;एक}/कृत्स्न{नपुं}{2;एक}	कृत्स्न{नपुं}{2;एक}	विशेषणम्,14.1	विशेषणम्,14.1	N2	सम्पूर्ण	of_all_manifestations	-	-
12.1	एक-	13	0	एकांश{पुं}{3;एक}	एक	कर्मधारयः,12.2	कर्मधारयः,12.2	CP	एक_अंशमात्र_से	with_one_part	-	-
12.2	अंशेन	-	-		अंश{पुं}{3;एक}	करणम्,8.1	करणम्,8.1	N3				-
13.1	स्थितः	15	स्थितो	स्थित{पुं}{1;एक}	स्था1{कृत्_प्रत्ययः:क्त;ष्ठा;भ्वादिः;पुं}{1;एक}	अभिहितकर्ता,9.1;अकर्मकः.1	अभिहितकर्ता,9.1;अकर्मकः.1	N1	स्थित	situated	-	-
14.1	जगत्	12	जगत्	जगत्{पुं}{1;एक}/जगत्{पुं}{8;एक}/जगत्{नपुं}{1;एक}/जगत्{नपुं}{2;एक}/जगत्{नपुं}{8;एक}	जगत्{नपुं}{2;एक}	कर्म,8.1	कर्म,8.1	N2	जगत्_को_(अपनी_योगशक्ति_के)	in_the_universe	-	-
