index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	एवम्	3	एवं	एवम्{अव्य}	एवम्{अव्य}	सम्बन्धः,2.2	सम्बन्धः,2.2	NA	पूर्वोक्त_प्रकार_से	thus	-	-
2.1	सतत-	4	सततयुक्ता	सतत	सतत	कर्मधारयः,2.2	कर्मधारयः,2.2	CP	निरन्तर_आपके_भजन-ध्यान_में_लगे_रहकर	always_engaged	<सतत-युक्ताः>K1	-
2.2	युक्ताः	-	-	युज्2{कृत्_प्रत्ययः:क्त;युजिँर्;रुधादिः(युक्त;पुं;1;बहु)}	युज्2{कृत्_प्रत्ययः:क्त;युजिँर्;रुधादिः(युक्त;पुं;1;बहु)}	विशेषणम्,4.1	विशेषणम्,4.1	N1				-
3.1	ये	1	ये	यद्{पुं;1;बहु}/यद्{स्त्री;1;द्वि}/यद्{स्त्री;2;द्वि}/यद्{नपुं;1;द्वि}/यद्{नपुं;2;द्वि}	यद्{पुं;1;बहु}	विशेषणम्,4.1;नित्य_सम्बन्धः,12.1	विशेषणम्,4.1;नित्य_सम्बन्धः,12.1	N1	जो	those	-	-
4.1	भक्ताः	2	भक्तास्त्वां	भक्त{पुं;1;बहु}/भक्ता{स्त्री;1;बहु}/भक्ता{स्त्री;2;बहु}	भक्त{पुं;1;बहु}	कर्ता,6.1	कर्ता,6.1	N1	अनन्य_प्रेमी_भक्तजन	devotees	-	-
5.1	त्वाम्	5		युष्मद्{सर्व;अ;2;एक}	युष्मद्{सर्व;अ;2;एक}	कर्म,6.1	कर्म,6.1	N2	आपको_(सगुणरूप_परमेश्वर_को)	unto_You	-	-
6.1	पर्युपासते	6	पर्युपासते	परि_उप_आस्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;आसँ;अदादिः}	परि_उप_आस्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;परि_उप_आसँ;अदादिः}	अभिहित_कर्ता,4.1;अकर्मकः.1	अभिहित_कर्ता,4.1;अकर्मकः.1	KP	अतिश्रेष्ठ_भाव_से_भजते_हैं	properly_worship	-	-
7.1	ये	8	ये	यद्{पुं;1;बहु}/यद्{स्त्री;1;द्वि}/यद्{स्त्री;2;द्वि}/यद्{नपुं;1;द्वि}/यद्{नपुं;2;द्वि}	यद्{पुं;1;बहु}	कर्ता,12.1.1;नित्य_सम्बन्धः,12.1	कर्ता,12.1.1;नित्य_सम्बन्धः,12.1	N1	जो	those	-	-
8.1	च	7	चाप्यक्षरमव्यक्तं	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,11.2	सम्बन्धः,11.1#समुच्चय_द्योतकः,11.2	NA	और	also	-	-
9.1	अपि	11		अपि{अव्य}	अपि{अव्य}	सम्बन्धः,9.1	सम्बन्धः,11.1#समुच्चय_द्योतकः,11.2#सम्बन्धः,9.1	NA	ही	again	-	-
10.1	अ-	9		अ	अ	नञ्-तत्पुरुषः,10.2	नञ्-तत्पुरुषः,10.2	CP	अविनाशी_सच्चिदानन्दघन	beyond_the_senses	<न-क्षरम्>Tn	-
10.2	क्षरम्	-	-			समुच्चितः,11.2	विशेषणम्,11.2#समुच्चितः,11.2	N2				-
11.1	अ-	10		अ	अ	बहुव्रीहिः,11.2	बहुव्रीहिः,11.2	CP	निराकार_ब्रह्म_को	unmanifested	<न-व्यक्तं>Bsmn	-
11.2	व्यक्तम्	-	-			कर्म,12.1.1	कर्म,12.1.1	N2				-
12.1.1	(पर्युपासते)	12		(परि_उप_आस्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;आसँ;अदादिः})	(परि_उप_आस्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;परि_उप_आसँ;अदादिः})	अभिहित_कर्ता,7.1;अकर्मकः.1	अभिहित_कर्ता,7.1;अकर्मकः.1	KP	(अतिश्रेष्ठ_भाव_से_भजते_हैं)	properly_worship	-	-
12.1	तेषाम्	13	तेषां	तद्{पुं;6;बहु}/तद्{नपुं;6;बहु}	तद्{पुं;6;बहु}	निर्धारणम्,14.2	निर्धारणम्,14.2	N6	उनमें_(दोनों_प्रकार_के_उपासकों_में)	of_them	-	-
13.1	के	15	के	किम्{पुं;1;बहु}/किम्{स्त्री;1;द्वि}/किम्{स्त्री;2;द्वि}/किम्{नपुं;1;द्वि}/किम्{नपुं;2;द्वि}	किम्{पुं;1;बहु}	कर्ता,15.1	कर्ता,14.1.1	N1	कौन	who	-	-
14.1	योग-	14	योगवित्तमाः	योग	योग	सप्तमी-तत्पुरुषः,14.2	सप्तमी-तत्पुरुषः,14.2	CP	अति_उत्तम_योगवेत्ता	the_most_perfect	<योग-वित्तमाः>T7	-
14.2	वित्तमाः	-	-	वित्तम{पुं;1;बहु}	वित्तम{पुं;1;बहु}	विधेय_विशेषणम्,13.1	कर्तृसमानाधिकरणम्,14.1.1	N1				-
15.1	(सन्ति)	16		(सत्{नपुं;1;बहु}/सत्{नपुं;2;बहु}/अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,13.1;अकर्मकः.1	अभिहित_कर्ता,13.1;अकर्मकः.1	KP	(हैं)	are	-	-
