index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
2.1	अ-		अविभक्तं	अ	अ	नञ्-तत्पुरुष,2.2	नञ्-तत्पुरुष,2.2	CP	अ-	अ-
2.2	विभक्तं		--	विभक्त{पुं;2;एक(वि_भज्1;क्त;भ्वादिः)}/विभक्त{नपुं;1;एक(वि_भज्1;क्त;भ्वादिः)}/विभक्त{नपुं;2;एक(वि_भज्1;क्त;भ्वादिः)}	विभक्त{नपुं;1;एक(वि_भज्1;क्त;भ्वादिः)}	कर्ता,8.1	विशेषणम्,8.1#कर्ता_बे_वेर्ब्स्,9.1#समुच्चितः,3.1	N1	बांटा_हुआ	बांटा_हुआ
3.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,2.2	सुप्_समुच्चितः,6.1#सुप्_समुच्चय_द्योतकः,2.2#सम्बन्धः,2.2#समुच्चय_द्योतकः,15.1.1	NA	च2	च2
4.1	भूतेषु		भूतेषु	भूत{नपुं;7;बहु}/भूत{पुं;7;बहु(भू1;क्त;भ्वादिः)}/भूत{नपुं;7;बहु(भू1;क्त;भ्वादिः)}	भूत{नपुं;7;बहु}	अधिकरणम्,8.1	अधिकरणम्,9.1#अधिकरणम्,8.1#अधिकरणम्,5.1#अधिकरणम्,2.2	N7	प्राणियों_में	प्राणियों_में
5.1	विभक्तम्		विभक्तम्	विभक्त{पुं;2;एक(वि_भज्1;क्त;भ्वादिः)}/विभक्त{नपुं;1;एक(वि_भज्1;क्त;भ्वादिः)}/विभक्त{नपुं;2;एक(वि_भज्1;क्त;भ्वादिः)}	विभक्त{नपुं;1;एक(वि_भज्1;क्त;भ्वादिः)}	उपमानम्,2.2	विशेषणम्,8.1#सुप्_समुच्चितः,2.2#विधेय_विशेषणम्,2.2#कर्ता_बे_वेर्ब्स्,9.1#उपमानम्,8.1	N1	बांटा_हुआ	बांटा_हुआ
6.1	इव		इव	इव{अव्य}	इव{अव्य}	उपमान_द्योतकः,5.1	उपमान_द्योतकः,5.1	NA	जैसे	जैसे
7.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,6.1	सुप्_समुच्चय_द्योतकः,6.1#सम्बन्धः,6.1	NA	च1	च1
8.1	स्थितम्		स्थितम्	स्थित{पुं;2;एक(ष्था1;क्त;भ्वादिः)}/स्थित{नपुं;1;एक(ष्था1;क्त;भ्वादिः)}/स्थित{नपुं;2;एक(ष्था1;क्त;भ्वादिः)}	स्थित{नपुं;1;एक(ष्था1;क्त;भ्वादिः)}	अभिहित_कर्ता,2.2;अकर्मक	विशेषणम्,5.1#विशेषणम्,2.2#सुप्_समुच्चितः,2.2#विधेय_विशेषणम्,5.1#विधेय_विशेषणम्,2.2#कर्ता_बे_वेर्ब्स्,9.1#समुच्चितः,3.1	N1	स्थित	स्थित
9.1	भूत-		भूतभर्तृ	भूत-	भूत-	उपपद-तत्पुरुष,9.2	उपपद-तत्पुरुष,9.2	CP		
9.2	भर्तृ			भर्तृ{नपुं;1;एक}/भृ1{पुं;तृच्;भृञ्;भ्वादिः}/भृ1{नपुं;तृच्;भृञ्;भ्वादिः}/ भृ1{तृच्; भृञ्;भ्वादिः;(भर्तृ;ना;नपुं;1;एक)}/भृ1{तृच्; भृञ्;भ्वादिः;(भर्तृ;ना;नपुं;2;एक)}/भृ1{तृच्; भृञ्;भ्वादिः;(भर्तृ;ना;नपुं;8;एक)}	भृ1{तृच्; भृञ्;भ्वादिः;(भर्तृ;ना;नपुं;1;एक)}	विधेय_विशेषणम्,12.1	विधेय_विशेषणम्,12.1	N1		
10.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,9.2	सम्बन्धः,9.2	NA	और	और
11.1	तत्		तत्	तद्{सर्वनाम;नपुं;1;एक}/तद्{सर्वनाम;नपुं;2;एक}	तद्{सर्वनाम;नपुं;1;एक}	विशेषणम्,12.1	विशेषणम्,6.1#विशेषणम्,4.1#सुप्_समुच्चितः,6.1#कर्ता_बे_वेर्ब्स्,8.1#कर्म,4.1#विशेषणम्,12.1	N1	वह	वह
12.1	ज्ञेयं		ज्ञेयं	ज्ञेय{पुं;2;एक}/ज्ञेय{पुं;2;एक(ज्ञा1;यत्;क्र्यादिः)}/ज्ञेय{नपुं;1;एक(ज्ञा1;यत्;क्र्यादिः)}/ज्ञेय{नपुं;2;एक(ज्ञा1;यत्;क्र्यादिः)}	ज्ञेय{नपुं;1;एक(ज्ञा1;यत्;क्र्यादिः)}	कर्ता,15.1.1	विशेषणम्,6.1#विशेषणम्,3.1#सुप्_समुच्चितः,6.1#विधेय_विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,8.1#कर्ता,15.1.1	N1	ज्ञेय	ज्ञेय
13.1	ग्रसिष्णु		ग्रसिष्णु	ग्रसिष्णु{नपुं;1;एक}/ग्रसिष्णु{नपुं;2;एक}/ग्रसिष्णु{नपुं;8;एक}	ग्रसिष्णु{नपुं;1;एक}	समुच्चितः,12.1	समुच्चितः,15.1#समुच्चितः,12.1	N1		
14.1	प्रभविष्णु		प्रभविष्णु	प्रभविष्णु{नपुं;1;एक}/प्रभविष्णु{नपुं;2;एक}/प्रभविष्णु{नपुं;8;एक}	प्रभविष्णु{नपुं;1;एक}	समुच्चितः,12.1	विधेय_विशेषणम्,3.1#कर्ता_बे_वेर्ब्स्,8.1#कर्म,4.1#समुच्चितः,15.1#समुच्चितः,12.1	N1	मजबूत	मजबूत
15.1	च		च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,12.1	सुप्_समुच्चय_द्योतकः,6.1#सम्बन्धः,6.1#समुच्चय_द्योतकः,12.1	NA	च2	च2
15.1.1	(भवति)			भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}/भवती{स्त्री;8;एक}/भवत्{सर्वनाम;पुं;7;एक}/भवत्{पुं;7;एक}	भू1{कर्तरि;लट्;प्र;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता,12.1;अकर्मक	अभिहित_कर्ता,12.1;अकर्मक	KP	होता_है	होता_है
	.		.	-	-	-	-	FS	-	-
