index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	हन्त	2	हन्त	हन्त{अव्य}	हन्त{अव्य}	सम्बन्धः,3.1	सम्बन्धः,3.1	NA	अब	yes	-	-
2.1	ते	8	ते	तद्{पुं}{1;बहु}/तद्{स्त्री}{1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं}{1;द्वि}/तद्{नपुं}{2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक}	युष्मद्{4;एक}	सम्प्रदानम्,3.1	सम्प्रदानम्,3.1	N4	तेरे_लिये	unto_you	-	-
3.1	कथयिष्यामि	10	कथयिष्यामि	कथ1{कर्तरि;लृट्;उ;एक;आत्मनेपदी;कथ;चुरादिः}/कथ1_णिच्{कर्तरि;लृट्;उ;एक;परस्मैपदी;कथ;चुरादिः}	कथ1{कर्तरि;लृट्;उ;एक;परस्मैपदी;कथ;चुरादिः}	अभिहित_कर्ता,16.1;सकर्मकः.1	अभिहित_कर्ता,16.1;सकर्मकः.1	KP	कहूँगा	shall_speak	-	-
4.1	दिव्याः	4	दिव्या	दिव्य{पुं}{1;बहु}/दिव्य{पुं}{8;बहु}/दिव्या{स्त्री}{1;बहु}/दिव्या{स्त्री}{2;बहु}/दिव्या{स्त्री}{8;बहु}	दिव्य{पुं}{1;बहु}	विशेषणम्,6.3	विशेषणम्,6.3	N1	दिव्य	divine	-	-
5.1	हि	11	ह्यात्मविभूतयः	हि{अव्य}	हि{अव्य}	सम्बन्धः,10.1	सम्बन्धः,10.1	NA	क्योंकि	certainly	-	-
6.1	आत्म-	5	0	आत्मन्	आत्मन्	षष्ठी-तत्पुरुषः,6.2	षष्ठी-तत्पुरुषः,6.2	CP	विभूतियाँ	personal_opulences	<आत्म-<वि-भूतयः>Bvp>T6	-
6.2	वि-	-	-	वि	वि-	बहुव्रीहिः,6.3	बहुव्रीहिः,6.3	CP				-
6.3	भूतयः	-	-	भूति{स्त्री}{1;बहु}/भूति{स्त्री}{8;बहु}	भूति{पुं}{1;बहु}	कर्ता,14.1	कर्ता,14.1	N1				-
7.1	प्राधान्यतः	9	प्राधान्यतः	प्राधान्य{तसिल्}	प्राधान्य{अव्य}	क्रियाविशेषणम्,3.1	क्रियाविशेषणम्,3.1	NA	प्रधानता_से	principally	-	-
8.1	कुरु-	1	कुरुश्रेष्ठ	कुरु	कुरु	सप्तमी-तत्पुरुषः,8.2	सप्तमी-तत्पुरुषः,8.2	CP	हे_कुरुश्रेष्ठ	O_best_of_the_Kurus	<कुरु-श्रेष्ठ>T7	-
8.2	श्रेष्ठ	-	-	श्रेष्ठ{पुं}{8;एक}/श्रेष्ठ{नपुं}{8;एक}	श्रेष्ठ{पुं}{8;एक}	सम्बोध्यः,3.1	सम्बोध्यः,3.1	N8				-
9.1	न	15	नास्त्यन्तो	न{अव्य}	न{अव्य}	प्रतिषेधः,10.1	प्रतिषेधः,10.1	NA	नहीं	not	-	-
10.1	अस्ति	16	0	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,11.1;अकर्मकः.1	अभिहित_कर्ता,11.1;अकर्मकः.1	KP	है	is	-	-
11.1	अन्तः	14	0	अन्तः{अव्य}/अन्त{पुं}{1;एक}	अन्त{पुं}{1;एक}	कर्ता,10.1	कर्ता,10.1	N1	अन्त	limit	-	-
12.1	विस्तरस्य	13	विस्तरस्य	विस्तर{पुं}{6;एक}/विस्तर{नपुं}{6;एक}	विस्तर{पुं}{6;एक}	षष्ठीसम्बन्धः,11.1	षष्ठीसम्बन्धः,11.1	N6	विस्तार_का	to_the_extent	-	-
13.1	मे	12	मे	अस्मद्{6;एक}	अस्मद्{6;एक}	षष्ठीसम्बन्धः,12.1	षष्ठीसम्बन्धः,12.1	N6	मेरे	my	-	-
14.1	(सन्ति)	6	(0)	(सत्{नपुं}{1;बहु}/सत्{नपुं}{2;बहु}/सत्{नपुं}{8;बहु}/सन्ती{स्त्री}{8;एक}/अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,6.3;अकर्मकः.1	अभिहित_कर्ता,6.3;अकर्मकः.1	KP	(हैं)	are	-	-
15.1	(मम)	3	(0)	(अस्मद्{6;एक}/मा1{कर्तरि;लिट्;म;बहु;परस्मैपदी;मा;अदादिः})	(अस्मद्{6;एक})	षष्ठीसम्बन्धः,6.3	षष्ठीसम्बन्धः,6.3	N6	(मेरी)	my	-	-
16.1	(अहम्)	7	(0)	(अस्मद्{1;एक})	(अस्मद्{1;एक})	कर्ता,3.1	कर्ता,3.1	N1	(मैं)	I	-	-
