index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	बृहत्-	4	बृहत्साम	बृहत्सामन्{नपुं}{1;एक}/बृहत्सामन्{नपुं}{2;एक}/बृहत्सामन्{नपुं}{8;एक}	बृहत्	बहुव्रीहिः,1.2	बहुव्रीहिः,1.2	CP	बृहत्साम	the_Brhat-sama	-	-
1.2	साम	-	-		सामन्{नपुं}{1;एक}	कर्तृसमानाधिकरणम्,6.1.1	कर्तृसमानाधिकरणम्,6.1.1	N1				-
2.1	तथा	1	तथा	तथा{अव्य}	तथा{अव्य}	समुच्चय_द्योतकः,1.1	समुच्चय_द्योतकः,1.1	NA	तथा	also	-	-
3.1	साम्नाम्	2	साम्नां	सामन्{नपुं}{6;बहु}	सामन्{नपुं}{6;बहु}	निर्धारणम्,1.1	निर्धारणम्,1.1	N6	गायन_करनेयोग्य_श्रुतियों_में	of_the_Sama_Veda_songs	-	-
4.1	गायत्री	7	गायत्री	गायत्री{स्त्री}{1;एक}/गायत्रिन्{पुं}{1;एक}	गायत्री{स्त्री}{1;एक}	सुप्_समुच्चितः,1.1	सुप्_समुच्चितः,1.1	N1	गायत्री_छन्द	the_Gayatri_hymns	-	-
5.1	छन्दसाम्	6	छन्दसामहम्	छन्दस्{नपुं}{6;बहु}	छन्दस्{नपुं}{6;बहु}	निर्धारणम्,4.1	निर्धारणम्,4.1	N6	छन्दों_में	of_all_poetry	-	-
6.1	अहम्	3	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,6.1.1	कर्ता,6.1.1	N1	मैं	I	-	-
6.1.1	(अस्मि)	8	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	अभिहितकर्ता,6.1;अकर्मकः.1	अभिहितकर्ता,6.1;अकर्मकः.1	KP	(हूँ)	am	-	-
7.1	मासानाम्	10	मासानां	मास{पुं}{6;बहु}	मास{पुं}{6;बहु}	निर्धारणम्,8.1	निर्धारणम्,8.1	N6	महीनों_में	of_months	-	-
8.1	मार्गशीर्षः	11	मार्गशीर्षोऽहमृतूनां	मार्गशीर्ष{पुं}{1;एक}	मार्गशीर्ष{पुं}{1;एक}	सुप्_समुच्चितः,11.1	सुप्_समुच्चितः,11.1	N1	मार्गशीर्ष	the_month_of_November-December	-	-
9.1	अहम्	9	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,11.2.1	कर्ता,11.2.1	N1	मैं	I	-	-
10.1	ऋतूनाम्	13	0	ऋतु{पुं}{6;बहु}	ऋतु{पुं}{6;बहु}	निर्धारणम्,11.1	निर्धारणम्,11.1	N6	ऋतुओं_में	of_all_seasons	-	-
11.1	कुसुम-	14	कुसुमाकरः	कुसुम	कुसुमाकर{पुं}{1;एक}	कर्मधारयः,11.2	कर्मधारयः,11.2	CP	वसन्त	spring	<कुसुम-आकरः>K4	-
11.2	आकरः	-	-	आकर{पुं}{1;एक}		कर्तृसमानाधिकरणम्,11.2.1	कर्तृसमानाधिकरणम्,11.2.1	N1				-
11.1.1	(च)	12	(0)	(च{अव्य})	(च{अव्य})	समुच्चय_द्योतकः,11.1	समुच्चय_द्योतकः,11.1	NA	(और)	also	-	-
11.2.1	(अस्मि)	15	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	अभिहितकर्ता,9.1;अकर्मकः.1	अभिहितकर्ता,9.1;अकर्मकः.1	KP	(हूँ)	am	-	-
