index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	क्षेत्र-	4	क्षेत्रक्षेत्रज्ञयोरेवन्तरं	क्षेत्र	क्षेत्र	इतरेतर-द्वन्द्वः,1.2	इतरेतर-द्वन्द्वः,1.2	CP	क्षेत्र_और_क्षेत्रज्ञ_के	of_the_body_and_the_proprietor_of_the_body	<क्षेत्र-<क्षेत्र-ज्ञयोः>U>Di	-
1.2	क्षेत्र-	-	-	क्षेत्रज्ञयोः	क्षेत्रज्ञ{पुं}{6;द्वि}	उपपद-तत्पुरुषः,1.3	उपपद-तत्पुरुषः,1.3	CP				-
1.3	ज्ञयोः	-	-	ज्ञ{नपुं;6;द्वि}/ज्ञ{नपुं;7;द्वि}/ ज्ञा{स्त्री;6;द्वि}/ज्ञा{स्त्री;7;द्वि}	ज्ञ{नपुं;6;द्वि}	षष्ठीसम्बन्धः,3.1	षष्ठीसम्बन्धः,3.1	N6				-
2.1	एवम्	1		एवम्{अव्य}	एवम्{अव्य}	सम्बन्धः,1.3	सम्बन्धः,3.1;सम्बन्धः,1.3	NA	इस_प्रकार	that	-	-
3.1	अन्तरम्	5		अन्तर{पुं;2;एक}/अन्तर{नपुं;1;एक}/अन्तर{नपुं;2;एक}/अन्तर{पुं;2;एक}/अन्तर{नपुं;1;एक}/अन्तर{नपुं;2;एक}	अन्तर{नपुं;2;एक}	समुच्चितः,5.1	समुच्चितः,5.1	N2	भेद_को	difference	-	-
4.1	ज्ञान-	3	ज्ञानचक्षुषा	ज्ञान	ज्ञान	बहुव्रीहिः,4.2	बहुव्रीहिः,4.2	CP	ज्ञान-नेत्रों_द्वारा	by_vision_of_knowledge	<ज्ञान-चक्षुषः>Bs6	-
4.2	चक्षुषा	-	-	चक्षुस्{नपुं;3;एक}	चक्षुस्{नपुं;3;एक}	करणम्,8.1	करणम्,8.1	N3				-
5.1	भूत-	7	भूतप्रकृतिमोक्षं	भूत	भूत	षष्ठी-तत्पुरुष,5.2	षष्ठी-तत्पुरुष,5.2	CP	कार्यसहित_प्रकृति_से_मुक्त_होने_को	liberation_from_material_nature_of_the_living_entity	<<भूत-प्रकृति>T6-मोक्षं>T6	-
5.2	प्रकृति-	-	-	प्रकृति	प्रकृति	षष्ठी-तत्पुरुष,5.3	षष्ठी-तत्पुरुष,5.3	CP				-
5.3	मोक्षम्	-	-	मोक्ष{पुं;2;एक}	मोक्ष{पुं;2;एक}	कर्म,8.1	कर्म,8.1	N2				-
6.1	च	6	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,5.3	समुच्चय_द्योतकः,5.3	NA	तथा	also	-	-
7.1	ये	2	ये	यद्{पुं;1;बहु}/यद्{स्त्री;1;द्वि}/यद्{स्त्री;2;द्वि}/यद्{नपुं;1;द्वि}/यद्{नपुं;2;द्वि}	यद्{पुं;1;बहु}	कर्ता,8.1;नित्यसम्बन्धः,10.1	कर्ता,8.1;नित्यसम्बन्धः,10.1	N1	जो	one_who	-	-
8.1	विदुः	8	विदुर्यान्ति	विदु{पुं;1;एक}/विदुस्{नपुं;1;एक}/विदुस्{नपुं;2;एक}/विद्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;विदँ;अदादिः}	विद्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;विदँ;अदादिः}	अभिहितकर्ता,7.1;सकर्मकः.1	अभिहितकर्ता,7.1;सकर्मकः.1	KP	तत्त्व_से_जानते_हैं	knows	-	-
9.1	यान्ति	11		यात्{नपुं}{1;बहु}/यात्{नपुं}{2;बहु}/या1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;या;अदादिः}	या1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;या;अदादिः}	अभिहितकर्ता,10.1;सकर्मकः.1	अभिहितकर्ता,10.1;सकर्मकः.1	KP	प्राप्त_होते_हैं	approaches	-	-
10.1	ते	9	ते	तद्{पुं;1;बहु}/तद्{स्त्री;1;द्वि}/तद्{स्त्री;2;द्वि}/तद्{नपुं;1;द्वि}/तद्{नपुं;2;द्वि}/युष्मद्{सर्व;अ;4;एक}/युष्मद्{6;एक}	तद्{पुं;1;बहु}	कर्ता,9.1	कर्ता,9.1	N1	वे	they	-	-
11.1	परम्	10	परम्	परम्{अव्य}/पर{पुं;2;एक}/पर{नपुं;1;एक}/पर{नपुं;2;एक}/पर{पुं;2;एक}/पर{नपुं;1;एक}/पर{नपुं;2;एक}	पर{नपुं;2;एक}	कर्म,9.1	कर्म,9.1	N2	परम_ब्रह्म_परमात्मा_को	Supreme	-	-
