index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अथ	1	अथैतदप्यशक्तोऽसि	अथ{अव्य}	अथ{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	यदि	even_though	-	-
2.1	एतत्	4		एतद्{नपुं;1;एक}/एतद्{नपुं;2;एक}	एतद्{नपुं;1;एक}	कर्म,6.1	कर्म,6.1	N1	उपर्युक्त_साधन_को	this	-	-
3.1	अपि	6		अपि{अव्य}	अपि{अव्य}	सम्बन्धः,6.1	सम्बन्धः,6.1	NA	भी	also	-	-
4.1	अ-	8		अशक्त{पुं;1;एक}	न	नञ्-तत्पुरुषः,4.2	नञ्_तत्पुरुषः,4.2	CP	असमर्थ	unable	<न-शक्तः>Tn	-
4.2	शक्तः	-	-		शक्त{पुं;1;एक}	विधेय_विशेषणम्,6.1.1	विधेय_विशेषणम्,6.1.1	N1				-
5.1	असि	9		अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,6.1.1;अकर्मकः.1	अभिहितकर्ता,6.1.1;अकर्मकः.1	KP	है	are	-	-
6.1	कर्तुम्	5	कर्तुं	कृ1{कृत्_प्रत्ययः:तुमुन्;कृञ्;भ्वादिः}/कृ2{कृत्_प्रत्ययः:तुमुन्;कृञ्;स्वादिः}/कृ3{कृत्_प्रत्ययः:तुमुन्;डुकृञ्;तनादिः}	कृ3{कृत्_प्रत्ययः:तुमुन्;डुकृञ्;तनादिः}	तुमुन्कर्म,4.1	तुमुन्कर्म,4.1	NA	करने_में	to_perform	-	-
6.1.1	(त्वम्)	7		(युष्मद्{सर्व;अ;1;एक})	(युष्मद्{सर्व;अ;1;एक})	कर्ता,5.1	कर्ता,5.1	N1	(तू)	you	-	-
7.1	मद्-	2	मद्योगमाश्रितः	मद्	मद्	बहुव्रीहिः,7.2	बहुव्रीहिः,7.2	CP	मेरी_प्राप्तिरूप_योग_के	devotional_service_unto_me	<अस्मत्-योगम्>Bs6	-
7.2	योगम्	-	-	योग{पुं;2;एक}	योग{पुं;2;एक}	कर्म,8.1	कर्म,8.1	N2				-
8.1	आश्रितः	3		आङ्_श्रि1{कृत्_प्रत्ययः:क्त;आङ्_श्रिञ्;भ्वादिः(आश्रित;पुं;1;एक)}	आङ्_श्रि1{कृत्_प्रत्ययः:क्त;आङ्_श्रिञ्;भ्वादिः(आश्रित;पुं;1;एक)}	विशेषणम्,12.1.1	विशेषणम्,12.1.1	N1	आश्रित_होकर	refuge	-	-
9.1	सर्व-	13	सर्वकर्मफलत्यागं	सर्व	सर्व	कर्मधारयः,9.2	कर्मधारयः,9.2	CP	सब_कर्मों_के_फल_का_त्याग	renounce_the_result_of_all_activities	<<<सर्व-कर्म>K1-फल>T6-त्यागं>T6	-
9.2	कर्म-	-	-	कर्म	कर्मन्	षष्ठी-तत्पुरुष,9.3	षष्ठी-तत्पुरुष,9.3	CP				-
9.3	फल-	-	-	फल	फल	षष्ठी-तत्पुरुषः,9.4	षष्ठी-तत्पुरुषः,9.4	CP				-
9.4	त्यागम्	-	-	त्याग{पुं;2;एक}	त्याग{पुं;2;एक}	कर्म,11.1	कर्म,11.1	N2				-
10.1	ततः	10	ततः	ततः{अव्य}	ततः{अव्य}	हेतुः,11.1	हेतुः,11.1	NA	तो	therefore	-	-
11.1	कुरु	14	कुरु	कृ3{कर्तरि;लोट्;म;एक;परस्मैपदी;डुकृञ्;तनादिः}	कृ3{कर्तरि;लोट्;म;एक;परस्मैपदी;डुकृञ्;तनादिः}	अभिहित_कर्ता,12.1.1;सकर्मकः.1	अभिहितकर्ता,12.1.1;सकर्मकः.1	KP	करो	do	-	-
12.1	यत्-	11	यतात्मवान्	यत्	यत्	बहुव्रीहिः,12.2	बहुव्रीहिः,12.2	CP	मन-बुद्धि_आदि_पर_विजय_प्राप्त_करनेवाला_होकर	self-situated	<यत-आत्मवान्>Bs6	-
12.2	आत्मवान्	-	-	आत्मवत्{पुं;1;एक}	आत्मवत्{पुं;1;एक}	विशेषणम्,12.1.1	विशेषणम्,12.1.1	N1				-
12.1.1	(त्वम्)	12		(युष्मद्{सर्व;अ;1;एक})	(युष्मद्{सर्व;अ;1;एक})	कर्ता,11.1	कर्ता,11.1	N1	(तुम)	you	-	-
