index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	अ-	3	अद्वेष्टा	अ	अ	नञ्-तत्पुरुष,1.2	नञ्-तत्पुरुष,1.2	CP	द्वेष-भाव_से_रहित	nonenvious	<न-द्वेष्टा>Tn	-
1.2	द्वेष्टा	-	-	द्वेष्टृ{पुं;1;एक}	द्वेष्टृ{पुं;1;एक}	समुच्चितः,19.2	समुच्चितः,19.2	N1				-
2.1	सर्व-	2	सर्वभूतानां	सर्व	सर्व	कर्मधारयः,2.2	कर्मधारयः,2.2	CP	सब_भूतों_में	for_all_living_entities	<सर्व-भूतानां>K1	-
2.2	भूतानाम्	-	-	भूत{पुं;6;बहु}	भूत{पुं;6;बहु}	षष्ठीसम्बन्धः,1.1	षष्ठीसम्बन्धः,1.1	N6				-
3.1	मैत्रः	4	मैत्रः	मैत्र{पुं;1;एक}	मैत्र{पुं;1;एक}	समुच्चितः,19.2	समुच्चितः,19.2	N1	स्वार्थरहित_सबका_प्रेमी	friendly	-	-
4.1	करुणः	5	करुण	करुण{पुं;1;एक}	करुण{पुं;1;एक}	समुच्चितः,19.2	समुच्चितः,19.2	N1	हेतुरहित_दयालु	kindly	-	-
5.1	एव	6	एव	एव{अव्य}	एव{अव्य}	सम्बन्धः,4.1	सम्बन्धः,4.1	NA	तथा	certainly	-	-
6.1	च	7	च	च{अव्य}	च{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	और	also	-	-
7.1	निर्-	8	निर्ममो	निर्	निर्	बहुव्रीहिः,7.2	बहुव्रीहिः,7.2	CP	ममता_से_रहित	with_no_sense_of_proprietorship	<निर्-ममः>Bvp	-
7.2	ममः	-	-	मम{पुं;1;एक}	मम{पुं;1;एक}	समुच्चितः,19.2	समुच्चितः,19.2	N1				-
8.1	निर्-	9	निरहङ्कारः	निरहङ्कार{पुं}{1;एक}	निर्	बहुव्रीहिः,8.2	बहुव्रीहिः,8.2	CP	अहंकार_से_रहित	without_false_ego	<निर्-अहङ्कारः>Bvp	-
8.2	अहङ्कारः	-	-	अहङ्कार{पुं;1;एक}	अहङ्कार{पुं;1;एक}	बहुव्रीहि,14.2 	समुच्चितः,19.2	N1				-
9.1	सम-	10	समदुःखसुखः	सम	सम	बहुव्रीहिः,9.2	बहुव्रीहिः,9.2	CP	सुख-दुःखों_की_प्राप्ति_में_सम	equal_in_distress_and_happiness	<सम-<दुःख-सुखः>Di>Bs6	-
9.2	दुःख-	-	-	दुःख	दुःख	इतरेतर-द्वन्द्वः,9.3	इतरेतर-द्वन्द्व,9.3	CP				-
9.3	सुखः	-	-	सुख{पुं;1;एक}	सुख{पुं;1;एक}	समुच्चितः,19.2	समुच्चितः,19.2	N1				-
10.1	क्षमी	11	क्षमी	क्षमिन्{पुं;1;एक}	क्षमिन्{पुं;1;एक}	समुच्चितः,19.2	समुच्चितः,19.2	N1	क्षमावान्	forgiving	-	-
