index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	कालः	3	कालोऽस्मि	काल{पुं;1;एक}	काल{पुं;1;एक}	विधेय_विशेषणम्,4.1.1	विधेय_विशेषणम्,4.1.1	N1	महाकाल	time	-	-
2.1	अस्मि	4		अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः}	अभिहित_कर्ता,4.1.1	अभिहित_कर्ता,4.1.1	KP	हूँ	am	-	-
3.1	लोक-	2	लोकक्षयकृत्प्रवृद्धो	लोक	लोक	षष्ठी-तत्पुरुषः,3.2	षष्ठी-तत्पुरुषः,3.2	CP	लोकों_का_नाश_करनेवाला	destroyer_of_the_worlds	<<लोक-क्षय>T6-कृत्>U	-
3.2	क्षय-	-	-	क्षय	क्षय	उपपद-तत्पुरुषः,3.3	उपपद-तत्पुरुषः,3.3	CP				-
3.3	कृत्	-	-	कृत्{पुं;1;एक}	कृत्{पुं;1;एक}	विशेषणम्,4.1.1	विशेषणम्,4.1.1	N1				-
4.1	प्रवृद्धः	3		प्रवृद्ध{पुं;1;एक}/प्र_वृध्1{कृत्_प्रत्ययः:क्त;प्र_वृधुँ;भ्वादिः(प्रवृद्ध;पुं;1;एक)}	प्र_वृध्1{कृत्_प्रत्ययः:क्त;प्र_वृधुँ;भ्वादिः(प्रवृद्ध;पुं;1;एक)}	विशेषणम्,4.1.1	विशेषणम्,4.1.1	N1	बढ़ा_हुआ	to_engage	-	-
4.1.1	(अहम्)	1		(अस्मद्{सर्व;अ;1;एक})	(अस्मद्{सर्व;अ;1;एक})	कर्ता,2.1	कर्ता,2.1	N1	(मैं)	I	-	-
5.1	लोकान्	8	लोकान्समाहर्तुमिह	लोक{पुं;2;बहु}	लोक{पुं;2;बहु}	कर्म,6.1	कर्म,6.1	N2	इन_लोकों_को	all_people	-	-
6.1	समाहर्तुम्	9		समा-हृ1{अव्य;तुमुन्;हृञ्;:भ्वादिः}/हृ2{अव्य;तुमुन्;हृ;:जुहोत्यादिः}	समा-हृ1{अव्य;तुमुन्;हृञ्;:भ्वादिः}	प्रयोजनम्,8.1	प्रयोजनम्,8.1	NA	नष्ट_करने_के_लिये	to_destroy	-	-
7.1	इह	7		इह{अव्य}	इह{अव्य}	देशाधिकरणम्,6.1	देशाधिकरणम्,6.1	NA	इस_समय	in_this_world	-	-
8.1	प्रवृत्तः	10	प्रवृत्तः	प्र_वृत्1{कृत्_प्रत्ययः:क्त;प्र_वृतुँ;भ्वादिः(प्रवृत्त;पुं;1;एक)}	प्र_वृत्1{कृत्_प्रत्ययः:क्त;प्र_वृतुँ;भ्वादिः(प्रवृत्त;पुं;1;एक)}	अभिहित_कर्ता,4.1.1	अभिहित_कर्ता,4.1.1	N1	प्रवृत्त_हुआ	to_engage	-	-
21.1	(अहम्)	6		(अस्मद्{सर्व;अ;1;एक})	(अस्मद्{सर्व;अ;1;एक})	कर्ता,8.1	कर्ता,8.1	N1	(मैं)	I	-	-
9.1	ऋते	20	ऋतेऽपि	ऋते{अव्य}/ऋत{पुं;7;एक}/ऋत{नपुं;1;द्वि}/ऋत{नपुं;2;द्वि}/ऋत{नपुं;7;एक}/ऋता{स्त्री;1;द्वि}/ऋता{स्त्री;2;द्वि}/ऋता{स्त्री;1;द्वि}/ऋता{स्त्री;2;द्वि}	ऋते{अव्य}	विनार्थ_द्योतकः,13.1	विनार्थ_द्योतकः,13.1	NA	बिना	without	-	-
10.1	अपि	21		अपि{अव्य}	अपि{अव्य}	सम्बन्धः,9.1	सम्बन्धः,9.1	NA	भी	even	-	-
11.1	त्वाम्	19	त्वां	युष्मद्{सर्व;अ;2;एक}	युष्मद्{सर्व;अ;2;एक}	विनार्थः,13.1	विनार्थः,13.1	N2	तेरे	you	-	-
12.1	न	22	न	न{अव्य}	न{अव्य}	प्रतिषेधः,13.1	प्रतिषेधः,13.1	NA	नहीं	never	-	-
13.1	भविष्यन्ति	23	भविष्यन्ति	अस्2{कर्तरि;लृट्;प्र;बहु;परस्मैपदी;असँ;अदादिः}/भू1{कर्तरि;लृट्;प्र;बहु;परस्मैपदी;भू;भ्वादिः}/भविष्यत्{नपुं;1;बहु}/भविष्यत्{नपुं;2;बहु}	भू1{कर्तरि;लृट्;प्र;बहु;परस्मैपदी;भू;भ्वादिः}	अभिहित_कर्ता,14.1	अभिहित_कर्ता,14.1	KP	रहेंगे	will_be	-	-
