index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	तानि	1	तानि	तद्{सर्वनाम;नपुं;1;बहु}/तद्{सर्वनाम;नपुं;2;बहु}	तद्{सर्वनाम;नपुं;2;बहु}	विशेषणम्,2.1	विशेषणम्,9.1#विशेषणम्,2.1	N2	उन	those	-	-
2.1	सर्वाणि	2	सर्वाणि	सर्व{सर्वनाम;नपुं;1;बहु}/सर्व{सर्वनाम;नपुं;2;बहु}/षर्व्1{कर्तरि;लोट्;उ;एक;परस्मैपदी;षर्वँ;:भ्वादिः}/सर्वाणी{स्त्री;8;एक}	सर्व{सर्वनाम;नपुं;2;बहु}	कर्म,3.1	कर्म,3.1	N2	सम्पूर्ण_इन्द्रियों_को	all_senses	-	-
3.1	संयम्य	4	संयम्य	यम्2{अव्य;ल्यप्;यमँ;:भ्वादिः}/यम्1{अव्य;ल्यप्;यमुँ;:भ्वादिः}/यम्3{अव्य;ल्यप्;यमँ;:चुरादिः}	सम्_यम्3{अव्य;ल्यप्;यमँ;:चुरादिः}	पूर्वकालः,5.1	पूर्वकालः,5.1	NA	वश_में_करके	having_controlled	-	-
4.1	युक्तः	4	युक्त	युक्त{पुं}{1;एक}	युज्2{कृत्_प्रत्ययः:क्त;युजिँर्;रुधादिः;पुं}{1;एक}	कर्ता,5.1	कर्ता,5.1	N1	समाहित_चित्त_हुआ	concentrating_his_mind	-	-
5.1	आसीत	6	आसीत	आस्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;आसँ;अदादिः}	आस्1{कर्तरि;विधिलिङ्;प्र;एक;आत्मनेपदी;आसँ;अदादिः}	अभिहित_कर्ता,4.1.अकर्मकः	अभिहित_कर्ता,4.1.अकर्मकः	KP	रहे	should_sit	-	-
6.1	मत्-	6	मत्परः	मत्पर{पुं}{1;एक}	अस्मत्	बहुव्रीहिः,6.2	बहुव्रीहिः,6.2	CP	मेरे_परायण_होकर	devoting_himself_heart_and_soul_to_Me	<अस्मत्-परः>Bs6	-
6.2	परः	-	-		पर{पुं}{1;एक}	विधेय_विशेषणम्,4.1	विधेय_विशेषणम्,4.1	N1				-
7.1	वशे	7	वशे	वश{नपुं;1;द्वि}/वश{नपुं;2;द्वि}/वशा{स्त्री;1;द्वि}/वशा{स्त्री;2;द्वि}/वश{नपुं;8;द्वि}/वशा{स्त्री;8;एक}/वशा{स्त्री;8;द्वि}/वशि{पुं;8;एक}/वश{पुं;7;एक}/वश{नपुं;7;एक}	वश{नपुं;7;एक}	अधिकरणम्,14.1	अधिकरणम्,5.1#अधिकरणम्,14.1	N7	वश_में	under_control	-	-
8.1	हि	12	हि	हि{अव्य}	हि{अव्य}	सम्बन्धः,12.1	सम्बन्धः,12.1	NA	क्योंकि	for	-	-
9.1	यस्य	5	यस्येन्द्रियाणि	यद्{पुं}{6;एक}/यद्{नपुं}{6;एक}/यस्1{कर्तरि;लोट्;म;एक;परस्मैपदी;यसुँ;दिवादिः}	यद्{पुं}{6;एक}	षष्ठीसम्बन्धः,10.1	षष्ठीसम्बन्धः,5.1#षष्ठीसम्बन्धः,10.1	N6	जिसकी	one_whose	-	-
10.1	इन्द्रियाणि	3		इन्द्रिय{नपुं;1;बहु}/इन्द्रिय{नपुं;2;बहु}/इन्द्रिय{नपुं;8;बहु}	इन्द्रिय{नपुं;1;बहु}	कर्ता,14.1	कर्ता,14.1	N1	इन्द्रियाँ	senses	-	-
14.1	(सन्ति)	11		(सत्{नपुं}{1;बहु}/सत्{नपुं}{2;बहु}/अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,10.1	अभिहित_कर्ता,10.1	KP	(होती_हैं)	are	-	-
11.1	तस्य	9	तस्य	तद्{सर्वनाम;नपुं;6;एक}/तद्{सर्वनाम;पुं;6;एक}	तद्{सर्वनाम;नपुं;6;एक}	षष्ठीसम्बन्धः,12.1	षष्ठीसम्बन्धः,12.1	N6	उसकी	his	-	-
12.1	प्रज्ञा	10	प्रज्ञा	प्रज्ञा{स्त्री}{1;एक}	प्रज्ञा{स्त्री}{1;एक}	कर्ता,13.1	कर्ता,13.1	N1	बुद्धि	mind	-	-
13.1	प्रतिष्ठिता	11	प्रतिष्ठिता	प्रतिष्ठि{तल्;स्त्री;1;एक}/प्रतिष्ठिता{स्त्री;1;एक(ष्था1;क्त;ष्था;:भ्वादिः)}	प्रतिष्ठिता{स्त्री;1;एक(ष्था1;क्त;ष्था;:भ्वादिः)}	अभिहित_कर्ता,12.1	अभिहित_कर्ता,12.1	N1	स्थिर	stable	-	-
