index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	गतिः	2	गतिर्भर्ता	गति{स्त्री}{1;एक}	गति{स्त्री}{1;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N1	प्राप्त_होनेयोग्य_परमधाम	goal	-	-
2.1	भर्ता	3	0	भर्तृ{पुं}{1;एक}/भृ1{कर्तरि;लुट्;प्र;एक;परस्मैपदी;भृञ्;भ्वादिः}/भृ1{कर्तरि;लुट्;प्र;एक;आत्मनेपदी;भृञ्;भ्वादिः}/भृ1{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;भृञ्;भ्वादिः}/भृ2{कर्तरि;लुट्;प्र;एक;परस्मैपदी;डुभृञ्;जुहोत्यादिः}	भर्तृ{पुं}{1;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N1	भरण-पोषण_करनेवाला	sustainer	-	-
3.1	प्रभुः	4	प्रभुः	प्रभु{पुं}{1;एक}	प्रभु{पुं}{1;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N1	सबका_स्वामी	Lord	-	-
4.1	साक्षी	5	साक्षी	साक्षिन्{पुं}{1;एक}	साक्षिन्{पुं}{1;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N1	शुभाशुभ_का_देखनेवाला	witness	-	-
5.1	निवासः	6	निवासः	निवास{पुं}{1;एक}	निवास{पुं}{1;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N1	निवास	abode	-	-
6.1	शरणम्	7	शरणं	शरण{नपुं}{1;एक}/शरण{नपुं}{2;एक}	शरण{नपुं}{1;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N1	शरण_लेने_योग्य	refuge	-	-
7.1	सुहृत्	8	सुहृत्	सुहृद्{नपुं}{1;एक}/सुहृद्{नपुं}{8;एक}	सुहृद्{पुं}{1;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N1	प्रत्युपकार_न_चाहकर_हित_करनेवाला	most_intimate_friend	-	-
8.1	प्रभवः	9	प्रभवः	प्रभु{पुं}{1;बहु}/प्रभव{पुं}{1;एक}	प्रभव{पुं}{1;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N1	सबकी_उत्पत्ति	creation	-	-
9.1	प्रलयः	10	प्रलयः	प्रलय{पुं}{1;एक}	प्रलय{पुं}{1;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N1	प्रलय_का_हेतु	dissolution	-	-
10.1	स्थानम्	11	स्थानं	स्थान{नपुं}{1;एक}/स्थान{नपुं}{2;एक}	स्थान{नपुं}{1;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N1	स्थिति_का_आधार	ground	-	-
11.1	निधानम्	12	निधानं	निधान{नपुं}{1;एक}/निधान{नपुं}{2;एक}	निधान{नपुं}{1;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N1	निधान	resting_place	-	-
12.1	बीजम्	15	बीजमव्ययम्	बीज{नपुं}{1;एक}/बीज{नपुं}{2;एक}	बीज{नपुं}{1;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N1	कारण	seed	-	-
13.1	अ-	14	0	अ	अव्यय{नपुं}{1;एक}	बहुव्रीहिः ,13.2	बहुव्रीहिः ,13.2	CP	अविनाशी	imperishable	<न-व्ययम्>Bsmn	-
13.2	व्ययम्	-	-	व्यय{पुं}{2;एक}/व्यय{नपुं}{1;एक}/व्यय{नपुं}{2;एक}		कर्तृसमानाधिकरणम्,16.1	कर्तृसमानाधिकरणम्,16.1	N1				-
14.1	(च)	13	(0)	(च{अव्य})	(च{अव्य})	समुच्चय_द्योतकः,13.1	समुच्चय_द्योतकः,13.1	NA	(और)	and	-	-
15.1	(अस्मि)	16	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})			KP	(हूँ)	am	-	-
16.1	(अहम्)	1	(0)	(अस्मद्{1;एक})	(अस्मद्{1;एक})	कर्ता,15.1	कर्ता,15.1	N1	(मैं)	I	-	-
