index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	यः	1	यो	यद्{पुं}{1;एक}	यद्{पुं}{1;एक}	कर्ता,6.1;नित्यसम्बन्धः,9.1	कर्ता,6.1;नित्यसम्बन्धः,9.1	N1	जो	anyone_who	-	-
2.1	माम्	2	मामजमनादिं	अस्मद्{2;एक}	अस्मद्{2;एक}	कर्म,6.1	कर्म,6.1	N2	मुझको	unto_Me	-	-
3.1	अजम्	3	0	अ-ज{पुं}{2;एक}	अज{पुं}{2;एक}	सुप्समुच्चितम्,7.1	सुप्समुच्चितम्,7.1	N2	अजन्मा_अर्थात्_वास्तव_में_जन्मरहित	unborn	<न-जम्>U	-
4.1	अनादिम्	4	0	अन्-{अव्य}-आदि{पुं}{2;एक}	अनादि{पुं}{2;एक}	सुप्समुच्चितम्,7.1	सुप्समुच्चितम्,7.1	N2	अनादि	without_beginning	<न-आदिम्>Bsmn	-
5.1	च	5	च	च{अव्य}	च{अव्य}	समुच्चयद्योतकः,7.1	समुच्चयद्योतकः,7.1	NA	और	also	-	-
6.1	वेत्ति	7	वेत्ति	विद्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;विदँ;अदादिः}	विद्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;विदँ;अदादिः}	अभिहित_कर्ता,3.1;अकर्मकः.1	अभिहित_कर्ता,3.1;अकर्मकः.1	KP	तत्त्व_से_जानता_है	knows	-	-
7.1	लोकमहेश्वरम्	6	लोकमहेश्वरम्	लोक-महत्-ईश्वर{पुं}{2;एक}	लोक-महत्-ईश्वर{पुं}{2;एक}	कर्मसमानाधिकरणम्,6.1	कर्मसमानाधिकरणम्,6.1	N2	लोकों_का_महान्_ईश्वर	the_supreme_master_of_the_planets	<लोक-<महत्-ईश्वरम्>K1>T6	-
8.1	असम्मूढः	10	असम्मूढः	अ-सम्मूढः	न-सम्मूढ{पुं}{1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N1	ज्ञानवान्_पुरुष	without_doubt	<न-सम्मूढः>Tn	-
9.1	सः	8	स	तद्{पुं}{1;एक}	तद्{पुं}{1;एक}	कर्ता,12.1	कर्ता,12.1	N1	वह	he	-	-
10.1	मर्त्येषु	9	मर्त्येषु	मर्त्य{पुं}{7;बहु}	मर्त्य{पुं}{7;बहु}	निर्धारणम्,9.1	निर्धारणम्,9.1	N7	मनुष्यों_में	among_those_subject_to_death	-	-
11.1	सर्वपापैः	11	सर्वपापैः	सर्व-पाप{पुं}{3;बहु}/पाप{नपुं}{3;बहु}	सर्व-पाप{नपुं}{3;बहु}	करणम्,12.1	करणम्,12.1	N3	सम्पूर्ण_पापों_से	from_all_sinful_reactions	<सर्व-पापैः>K1	-
12.1	प्रमुच्यते	12	प्रमुच्यते	प्रमुच्यते	प्र_मुच्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;प्र_मुचॢँ;तुदादिः}	अभिहित_कर्ता,9.1;अकर्मकः.1	अभिहित_कर्ता,9.1;अकर्मकः.1	KP	मुक्त_हो_जाता_है	is_delivered	-	-
