index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	न	6	नान्तोऽस्ति	न{अव्य}	न{अव्य}	प्रतिषेधः,3.1	प्रतिषेधः,3.1	NA	नहीं	nor	-	-
2.1	अन्तः	5	0	अन्तः{अव्य}/अन्त{पुं}{1;एक}	अन्त{पुं}{1;एक}	कर्ता,3.1	कर्ता,3.1	N1	अन्त	a_limit	-	-
3.1	अस्ति	7	0	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}	अभिहिता.1	अभिहिता.1	KP	है	is	-	-
4.1	मम	2	मम	अस्मद्{6;एक}/मा1{कर्तरि;लिट्;म;बहु;परस्मैपदी;मा;अदादिः}	अस्मद्{6;एक}	षष्ठीसम्बन्धः,6.1	षष्ठीसम्बन्धः,6.1	N6	मेरी	my	-	-
5.1	दिव्यानाम्	3	दिव्यानां	दिव्य{पुं}{6;बहु}/दिव्य{नपुं}{6;बहु}/दिव्या{स्त्री}{6;बहु}	दिव्य{पुं}{6;बहु}	विशेषणम्,6.1	विशेषणम्,6.1	N6	दिव्य	divine	-	-
6.1	वि-	4	विभूतीनां	वि	विभूति{स्त्री}{6;बहु}	बहुव्रीहिः ,6.2	बहुव्रीहिः ,6.2	CP	विभूतियों_का	opulences	<वि-भूतीनां>Bvp	-
6.2	भूतीनाम्	-	-	भूति{स्त्री}{6;बहु}		षष्ठीसम्बन्धः,2.1	षष्ठीसम्बन्धः,2.1	N6				-
7.1	परन्तप	1	परन्तप	परन्तप{पुं}{8;एक}/परन्तप{नपुं}{8;एक}	परन्तप{पुं}{8;एक}	सम्बोध्यः,3.1	सम्बोध्यः,3.1	N8	हे_परंतप	O_conqueror_of_the_enemies	-	-
8.1	एषः	10	एष	एतद्{पुं}{1;एक}	एतद्{पुं}{1;एक}	विशेषणम्,13.1	विशेषणम्,13.1	N1	यह	all_this	-	-
9.1	तु	12	तूद्देशतः	तु{अव्य}	तु{अव्य}	सम्बन्धः,13.1	सम्बन्धः,13.1	NA	तो	that	-	-
10.1	उद्देशतः	13	0	उद्देश{तसिल्}	उद्देश{अव्य}	क्रियाविशेषणम्,11.1	क्रियाविशेषणम्,11.1	NA	एकदेश_से_अर्थात्_संक्षेप_से	examples	-	-
11.1	प्रोक्तः	14	प्रोक्तो	प्रोक्त{पुं}{1;एक}	प्र_वच्1{कृत्_प्रत्ययः:क्त;प्र_वचँ;अदादिः;पुं}{1;एक}	कर्तृसमानाधिकरणम्,3.1	कर्तृसमानाधिकरणम्,3.1	N1	कहा_है	spoken	-	-
12.1	वि-	9	विभूतेर्विस्तरो	वि	विभूति{स्त्री}{6;एक}	बहुव्रीहिः ,12.2	बहुव्रीहिः ,12.2	CP	विभूतियों_का	opulences	<वि-भूतेः>Bvp	-
12.2	भूतेः	-	-	भूति{स्त्री}{5;एक}/भूति{स्त्री}{6;एक}		षष्ठीसम्बन्धः,13.1	षष्ठीसम्बन्धः,13.1	N6				-
13.1	विस्तरः	11	0	विस्तर{पुं}{1;एक}	विस्तर{पुं}{1;एक}	कर्म,11.1	कर्म,11.1	N1	विस्तार	expanded	-	-
14.1	मया	8	मया	अस्मद्{3;एक}	अस्मद्{3;एक}	कर्ता,11.1	कर्ता,11.1	N3	मैंने	by_Me	-	-
