index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	तत्र	1	तत्र	तत्र{अव्य}	तत्र{अव्य}	अधिकरणम्,4.1	अधिकरणम्,4.1	NA	वहाँ	thereupon	-	-
2.1	तम्	2	तं	तद्{पुं}{2;एक}	तद्{पुं}{2;एक}	विशेषणम्,3.2	विशेषणम्,3.2	N2	उस	that	-	-
3.1	बुद्धि-	4	बुद्धिसंयोगं	बुद्धि	बुद्धि	षष्ठी-तत्पुरुषः,3.2	षष्ठी-तत्पुरुषः,3.2	CP	बुद्धि_के_संयोग_को_अर्थात्_समबुद्धिरूप_योग_के_संस्कारों_को	revival_of_such_consciousness	<बुद्धि-संयोगं>T6	-
3.2	संयोगम्	-	-	संयोग{पुं}{2;एक}	संयोग{पुं}{2;एक}	कर्म,4.1	कर्म,4.1	N2				-
4.1	लभते	5	लभते	लभ्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;डुलभँष्;भ्वादिः}	लभ्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;डुलभँष्;भ्वादिः}	अभिहित_कर्ता	अभिहित_कर्ता	KP	प्राप्त_हो_जाता_है	regains	-	-
5.1	पौर्व-	3	पौर्वदेहिकम्	पौर्व	पौर्व	द्वन्द्वः,5.2	द्वन्द्वः,5.2	CP	पहले_शरीर_में_संग्रह_किये_हुए	previous_bodily_consciousness	<पौर्व-देहिकम्>Di	-
5.2	देहिकम्	-	-	देहिक{पुं}{2;एक}	देहिक{पुं}{2;एक}	विशेषणम्,3.2	विशेषणम्,3.2	N2				-
6.1	यतते	9	यतते	यतता{स्त्री}{1;द्वि}/यतता{स्त्री}{2;द्वि}/यतता{स्त्री}{8;एक}/यतता{स्त्री}{8;द्वि}/यत्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;यतीँ;भ्वादिः}	यत्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;यतीँ;भ्वादिः}	समुच्चितः,4.1	समुच्चितः,4.1	KP	प्रयत्न_करता_है	endeavors	-	-
7.1	च	10	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,4.1	समुच्चय_द्योतकः,4.1	NA	और	also	-	-
8.1	ततः	6	ततो	ततः{अव्य}	ततः{अव्य}	तुलना_बिन्दुः,9.1	तुलना_बिन्दुः,9.1	NA	उसके_प्रभाव_से	than that	-	-
9.1	भूयः	8	भूयः	भूयः{अव्य}/भूयस्{नपुं}{1;एक}/भूयस्{नपुं}{2;एक}/भूयस्{नपुं}{8;एक}	भूयः{अव्य}	क्रियाविशेषणम्,6.1	क्रियाविशेषणम्,6.1	NA	फिर	again	-	-
10.1	संसिद्धौ	7	संसिद्धौ	संसिद्ध{पुं}{1;द्वि}/संसिद्ध{पुं}{2;द्वि}/संसिद्ध{पुं}{8;द्वि}/संसिद्धि{स्त्री}{7;एक}	संसिद्धि{स्त्री}{7;एक}	अधिकरणम्,6.1	अधिकरणम्,6.1	N7	परमात्मा_की_प्राप्तिरूप_सिद्धि_के_लिये	for_perfection	-	-
11.1	कुरु-	11	कुरुनन्दन	कुरु	कुरु	षष्ठी-तत्पुरुषः,11.2	षष्ठी-तत्पुरुषः,11.2	CP	हे_कुरुनन्दन	O_son_of_Kuru	<कुरु-नन्दन>T6	-
11.2	नन्दन	-	-	नन्दन{पुं}{8;एक}	नन्दन{पुं}{8;एक}	सम्बोध्यः,6.1	सम्बोध्यः,6.1	N8				-
