index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	यस्मात्	1	यस्मान्नोद्विजते	यस्मात्{अव्य}/यद्{पुं;5;एक}/यद्{नपुं;5;एक}	यद्{पुं;5;एक}	अपादानम्,3.1;नित्य_सम्बन्धः,13.1	अपादानम्,3.1;नित्य_सम्बन्धः,13.1	N5	जिससे	from_whom	-	-
2.1	न	3		न{अव्य}	न{अव्य}	प्रतिषेधः,3.1	प्रतिषेधः,3.1	NA	नहीं	never	-	-
3.1	उद्विजते	4		उद्_विज्2{कर्तरि;लट्;प्र;एक;आत्मनेपदी;उद्_ओँविजीँ;तुदादिः}	उद्_विज्2{कर्तरि;लट्;प्र;एक;आत्मनेपदी;उद्_ओँविजीँ;तुदादिः}	अभिहित_कर्ता,4.1;अकर्मकः.1	अभिहित_कर्ता,4.1;अकर्मकः.1	KP	उद्वेग_को_प्राप्त_होता	agitates	-	-
4.1	लोकः	2	लोको	लोक{पुं;1;एक}	लोक{पुं;1;एक}	कर्ता,3.1	कर्ता,3.1	N1	कोई_भी_जीव	persons	-	-
5.1	लोकात्	7	लोकान्नोद्विजते	लोक{पुं;5;एक}	लोक{पुं;5;एक}	अपादानम्,7.1	अपादानम्,7.1	N5	किसी_जीव_से	from_persons	-	-
6.1	न	8		न{अव्य}	न{अव्य}	प्रतिषेधः,7.1	प्रतिषेधः,7.1	NA	नहीं	never	-	-
7.1	उद्विजते	9		उद्_विज्2{कर्तरि;लट्;प्र;एक;आत्मनेपदी;उद्_ओँविजीँ;तुदादिः}	उद्_विज्2{कर्तरि;लट्;प्र;एक;आत्मनेपदी;उद्_ओँविजीँ;तुदादिः}	अभिहित_कर्ता,9.1;अकर्मकः.1	अभिहित_कर्ता,9.1;अकर्मकः.1	KP	उद्वेग_को_प्राप्त_होता	disturbed	-	-
8.1	च	5	च	च{अव्य}	च{अव्य}	सम्बन्धः,7.1	सम्बन्धः,7.1	NA	और	also	-	-
9.1	यः	6	यः	यद्{पुं;1;एक}	यद्{पुं;1;एक}	कर्ता,7.1;नित्य_सम्बन्धः,13.1	कर्ता,7.1;नित्य_सम्बन्धः,13.1	N1	जो	anyone	-	-
10.1	हर्ष-	12	हर्षामर्षभयोद्वेगैर्मुक्तो	हर्ष	हर्ष	इतरेतर-द्वन्द्वः,10.2	इतरेतर-द्वन्द्वः,10.2	CP	हर्ष_अमर्ष_भय_और_उद्वेगादि_से	with_happiness_distress_fear_and_anxiety	<हर्ष-<अ-मर्षः>Tn-भय-उद्वेगैः>Di	-
10.2	अ-	-	-	अ	अ	नञ्-तत्पुरुषः,10.3	नञ्-तत्पुरुषः,10.3	CP				-
10.3	मर्ष-	-	-	मर्ष	मर्ष	इतरेतर-द्वन्द्वः,10.4	इतरेतर-द्वन्द्वः,10.4	CP				-
10.4	भयः-	-	-	भय	भय	इतरेतर-द्वन्द्वः,10.5	इतरेतर-द्वन्द्वः,10.5	CP				-
10.5	उद्वेगैः	-	-	उद्वेग{पुं;3;बहु}	उद्वेग{पुं;3;बहु}	करणम्,11.1	करणम्,11.1	N3				-
11.1	मुक्तः	13		मुक्त{पुं;1;एक}/मुच्1{कृत्_प्रत्ययः:क्त;मुचॢँ;तुदादिः(मुक्त;पुं;1;एक)}	मुच्1{कृत्_प्रत्ययः:क्त;मुचॢँ;तुदादिः(मुक्त;पुं;1;एक)}	विधेय_विशेषणम्,12.1	विधेय_विशेषणम्,12.1	N1	रहित	freed	-	-
12.1	यः	11	यः	यद्{पुं;1;एक}	यद्{पुं;1;एक}	कर्ता,12.1.1;नित्य_सम्बन्धः,13.1	कर्ता,12.1.1;नित्य_सम्बन्धः,13.1	N1	जो	who	-	-
12.1.1	(अस्ति)	14		(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,12.1;अकर्मकः.1	अभिहित_कर्ता,12.1;अकर्मकः.1	KP	(है)	is	-	-
13.1	सः	15	स	तद्{पुं;1;एक}	तद्{पुं;1;एक}	कर्ता,16.1.1	कर्ता,16.1.1	N1	वह	anyone	-	-
14.1	च	10	च	च{अव्य}	च{अव्य}	सम्बन्धः,13.1	सम्बन्धः,13.1	NA	तथा	also	-	-
15.1	मे	16	मे	अस्मद्{सर्व;अ;6;एक}	अस्मद्{सर्व;अ;6;एक}	षष्ठीसम्बन्धः,16.1	षष्ठीसम्बन्धः,16.1	N6	मुझको	Mine	-	-
16.1	प्रियः	17	प्रियः	प्री{नपुं;5;एक}/प्री{नपुं;6;एक}/प्रिय{पुं;1;एक}	प्रिय{पुं;1;एक}	विधेय_विशेषणम्,13.1	विधेय_विशेषणम्,13.1	N1	प्रिय	very_dear	-	-
16.1.1	(अस्ति)	18		(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,13.1;अकर्मकः.1	अभिहित_कर्ता,13.1;अकर्मकः.1	KP	(है)	is	-	-
