index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	यथा	1	यथाकाशस्थितो	यथा{अव्य}	यथा{अव्य}	सम्बन्धः,14.1	सम्बन्धः,14.1	NA	जैसे	as_much_as	-	-
2.1	आकाश-	6	0	आकाश	आकाश	सप्तमी-तत्पुरुषः,2.2	सप्तमी-तत्पुरुषः,2.2	CP	आकाश_में_ही_स्थित	situated_in_space	<आकाश-स्थितः>T7	-
2.2	स्थितः	-	-	स्थित{पुं}{1;एक}	स्थित{पुं}{1;एक}	विधेय_विशेषणम्,4.1	विधेय_विशेषणम्,4.1	N1				-
3.1	नित्यम्	5	नित्यं	नित्य{पुं}{2;एक}/नित्य{नपुं}{1;एक}/नित्य{नपुं}{2;एक}	नित्य{नपुं}{2;एक}	कालाधिकरणम्,14.1	कालाधिकरणम्,14.1	N2	सदा	always	-	-
4.1	वायुः	4	वायुः	वायु{पुं}{1;एक}/वा1{कर्तरि;विधिलिङ्;प्र;बहु;परस्मैपदी;वा;अदादिः}	वायु{पुं}{1;एक}	कर्ता,14.1	कर्ता,14.1	N1	वायु	wind	-	-
5.1	सर्वत्र-	2	सर्वत्रगो	सर्वत्रग{पुं}{1;एक}	सर्वत्र	उपपद-तत्पुरुषः,5.2	उपपद-तत्पुरुषः,5.2	CP	सर्वत्र_विचरनेवाला	blowing_everywhere	<सर्वत्र-गः>U	-
5.2	गः	-	-		ग{पुं}{1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1				-
6.1	महान्	3	महान्	मह{पुं}{2;बहु}/महत्{पुं}{1;एक}	महत्{पुं}{1;एक}	विशेषणम्,4.1	विशेषणम्,4.1	N1	महान्	great	-	-
7.1	तथा	8	तथा	तथा{अव्य}	तथा{अव्य}	सम्बन्धः,13.1	सम्बन्धः,13.1	NA	वैसे	similarly	-	-
8.1	सर्वाणि	9	सर्वाणि	सर्व{नपुं}{1;बहु}/सर्व{नपुं}{2;बहु}/सर्वाणी{स्त्री}{8;एक}/सर्व्1{कर्तरि;लोट्;उ;एक;परस्मैपदी;षर्वँ;भ्वादिः}	सर्व{नपुं}{1;बहु}	विशेषणम्,9.1	विशेषणम्,9.1	N1	सम्पूर्ण	all	-	-
9.1	भूतानि	10	भूतानि	भूत{नपुं}{1;बहु}/भूत{नपुं}{2;बहु}/भूत{नपुं}{8;बहु}	भूत{नपुं}{1;बहु}	कर्ता,13.1	कर्ता,13.1	N1	भूत	created_beings	-	-
10.1	मत्-	11	मत्स्थानीत्युपधारय	अस्मद्	अस्मद्	उपपद-तत्पुरुषः,10.2	उपपद-तत्पुरुषः,10.2	CP	मुझमें_स्थित	situated_in_Me	<अस्मत्-स्थानि>U	-
10.2	स्थानि	-	-	स्थ{नपुं}{1;बहु}/स्थ{नपुं}{2;बहु}/स्थ{नपुं}{8;बहु}/स्थानिन्{नपुं}{1;एक}/स्थानिन्{नपुं}{2;एक}	स्थ{नपुं}{1;बहु}	विधेय_विशेषणम्,9.1	विधेय_विशेषणम्,9.1	N1				-
11.1	इति	13	0	इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,13.1	वाक्यकर्म_द्योतकः,13.1	NA	ऐसा	thus	-	-
12.1	उपधारय	14	0	उप_धृ1_णिच्{कर्तरि;लोट्;म;एक;परस्मैपदी;उप_धृञ्_णिच्;भ्वादिः}	उप_धृ1_णिच्{कर्तरि;लोट्;म;एक;परस्मैपदी;उप_धृञ्_णिच्;भ्वादिः}			KP	जान	try_to_understand	-	-
13.1	(सन्ति)	12	(0)	(सत्{नपुं}{1;बहु}/सत्{नपुं}{2;बहु}/सत्{नपुं}{8;बहु}/सन्ती{स्त्री}{8;एक}/अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	वाक्यकर्म,12.1	वाक्यकर्म,12.1	KP	(हैं)	are	-	-
14.1	(अस्ति)	7	(0)	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})			KP	(है)	is	-	-
15.1	(त्वम्)			युष्मद्{1;एक}	युष्मद्{1;एक}	कर्ता,12.1	कर्ता,12.1	N1				
