index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
1.1	सर्व-		सर्व-द्वाराणि	सर्व	सर्व	कर्मधारयः,1.2	कर्मधारयः,1.2	CP	सर्व-	सर्व-
1.2	द्वाराणि		--	द्वार{नपुं;1;बहु}/द्वार{नपुं;2;बहु}/द्वार{नपुं;8;बहु}	द्वार{नपुं;2;बहु}	कर्म,2.1	कर्म,2.1;कर्म,6.1;कर्म,3.1	N2	द्वार	द्वार
2.1	संयम्य		संयम्य	सम्_यम्2{अव्य;ल्यप्;भ्वादिः}/सम्_यम्1{अव्य{ल्यप्;भ्वादिः}	सम्_यम्2{अव्य;ल्यप्;भ्वादिः}	पूर्वकालः,11.1	पूर्वकालः,11.1;सुप्_समुच्चितः,6.1;पूर्वकालः,15.1;पूर्वकालः,12.1	NA	वश_में_करके	वश_में_करके
3.1	मनः		मनः	मनस्{नपुं;1;एक}/मनस्{नपुं;2;एक}/मनस्{नपुं;8;एक}	मनस्{नपुं;2;एक}	कर्म,5.1	कर्म,5.1;कर्म,6.1;कर्म,3.1	N2	मन	मन
4.1	हृदि		हृदि	हृद्{नपुं;7;एक}/हृदय{नपुं;7;एक}	हृद्{नपुं;7;एक}	अधिकरणम्,5.1	अधिकरणम्,5.1;अधिकरणम्,12.1;अधिकरणम्,9.1;अधिकरणम्,6.1;अधिकरणम्,3.1;भ्कर्ता,15.1	N7	हृदय_में	हृदय_में
5.1	निरुध्य		निरुध्य	नि_रुध्1{अव्य;ल्यप्;रुधादिः}	नि_रुध्1{अव्य;ल्यप्;रुधादिः}	पूर्वकालः,11.1	पूर्वकालः,11.1;पूर्वकालः,12.1	NA	रोक_कर	रोक_कर
6.1	च		च	च{अव्य}	च{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1;सुप्_समुच्चय_द्योतकः,6.1;सम्बन्धः,6.1	NA	और	और
7.1	मूर्ध्नि		मूर्ध्नि	मूर्धन्{पुं;7;एक}	मूर्धन्{पुं;7;एक}	अधिकरणम्,8.1	अधिकरणम्,8.1;अधिकरणम्,15.1;अधिकरणम्,12.1;अधिकरणम्,9.1;अधिकरणम्,6.1;अधिकरणम्,3.1;भ्कर्ता,15.1	N7	मस्तक_में	मस्तक_में
8.1	आधाय		आधाय	आङ्_धा1{अव्य;ल्यप्;जुहोत्यादिः}	आङ्_धा1{अव्य;ल्यप्;जुहोत्यादिः}	पूर्वकालः,11.1	पूर्वकालः,11.1;सुप्_समुच्चितः,6.1;पूर्वकालः,15.1;पूर्वकालः,12.1	NA	रख_कर	रख_कर
9.1	आत्मनः		आत्मनः	आत्मन्{पुं;2;बहु}/आत्मन्{पुं;5;एक}/आत्मन्{पुं;6;एक}	आत्मन्{पुं;6;एक}	षष्ठीसम्बन्धः,10.1	षष्ठीसम्बन्धः,10.1;षष्ठीसम्बन्धः,13.2;षष्ठीसम्बन्धः,11.1;षष्ठीसम्बन्धः,8.1;षष्ठीसम्बन्धः,5.1;षष्ठीसम्बन्धः,4.1;षष्ठीसम्बन्धः,2.2;भ्कर्ता,15.1;हेतुः5,15.1;हेतुः5,12.1;हेतुः5,9.1;हेतुः5,6.1;हेतुः5,3.1;अपादानम्,15.1;कर्म,15.1;कर्म,9.1;कर्म,6.1;कर्म,3.1;गतिकर्म,12.1	N6	आत्माओं_को	आत्माओं_को
10.1	प्राणम्		प्राणम्	प्राण{पुं;2;एक}	प्राण{पुं;2;एक}	कर्म,8.1	कर्म,8.1;कर्म,15.1;कर्म,9.1;कर्म,6.1;कर्म,3.1;गतिकर्म,12.1	N2	प्राण_को	प्राण_को
11.1	आस्थितः		आस्थितः	आस्थित{पुं;1;एक(आङ्_ष्था1;क्त;भ्वादिः)}	आस्थित{पुं;1;एक(आङ्_ष्था1;क्त;भ्वादिः)}	अभिहित_कर्ता,11.1.1	अभिहित_कर्ता,11.1.1;विशेषणम्,14.1;कर्ता,15.1	N1	रहने_वाला	रहने_वाला
11.1.1	यः		यः	यद्{सर्वनाम;पुं;1;एक}	यद्{सर्वनाम;पुं;1;एक}	कर्ता,11.1;कर्ता,2.1;कर्ता,5.1;कर्ता,8.1	कर्ता,11.1;कर्ता,2.1;कर्ता,5.1;कर्ता,8.1;विशेषणम्,14.1;विशेषणम्,12.1;नित्य_सम्बन्धः1,14.1	N1	जो	जो
12.1	योग-		योग-धारणाम्	योग	योग	षष्ठी-तत्पुरुषः,12.2	षष्ठी-तत्पुरुषः,12.2	CP	योग-	योग-
12.2	धारणाम्		--	धारणा{स्त्री;2;एक}	धारणा{स्त्री;2;एक}	कर्म,11.1	कर्म,11.1;कर्म,15.1;कर्म,9.1;कर्म,6.1;कर्म,3.1;गतिकर्म,12.1	N2	धारणा_को	धारणा_को
13.1	ओम्		ओम्	ओम्{अव्य}	ओम्{अव्य}	सञ्ज्ञा,15.1	सञ्ज्ञा,15.1	NA	ओम्	ओम्
14.1	इति		इति	इति{अव्य}	इति{अव्य}	सञ्ज्ञा_द्योतकः,15.1	सञ्ज्ञा_द्योतकः,15.1	NA	ऐसा	ऐसा
15.1	एकाक्षरम्		एकाक्षरम्	एकाक्षर{पुं;2;एक}/एकाक्षर{नपुं;1;एक}/एकाक्षर{नपुं;2;एक}	एकाक्षर{पुं;2;एक}	कर्म,17.1	कर्म,17.1;कर्म,10.1;कर्म,9.1;कर्म,7.1;कर्म,5.1;कर्ता,9.1	N2		
16.1	ब्रह्म		ब्रह्म	ब्रह्मन्{नपुं;1;एक}/ब्रह्मन्{नपुं;2;एक}/ब्रह्म{नपुं;8;एक}	ब्रह्मन्{नपुं;2;एक}	कर्मसमानाधिकरणम्,17.1	कर्मसमानाधिकरणम्,17.1;कर्म,10.1;कर्म,9.1;कर्म,7.1;कर्म,5.1;कर्ता,9.1	N2	परमात्मा	परमात्मा
17.1	व्याहरन्		व्याहरन्	वि_आङ्_हृ1{कर्तरि;लङ्;प्र;बहु;परस्मैपदी;भ्वादिः}/व्याहरत्{पुं;1;एक(हृ1;शतृ_लट्;भ्वादिः)}	व्याहरत्{पुं;1;एक(हृ1;शतृ_लट्;भ्वादिः)}	वर्तमानसमानकालः,21.1	वर्तमानसमानकालः,21.1;वर्तमानसमानकालः,13.1;वर्तमानसमानकालः,9.1;कर्ता,9.1	N1	बोलता_हुआ	बोलता_हुआ
18.1	माम्		माम्	अस्मद्{सर्वनाम;2;एक}	अस्मद्{सर्वनाम;2;एक}	कर्म,19.1	कर्म,19.1;कर्म,13.1;कर्म,10.1;कर्म,9.1;कर्म,7.1;कर्म,5.1	N2	मुझे	मुझे
19.1	अनुस्मरन्		अनुस्मरन्	अनुस्मरत्{पुं;1;एक(अनु_स्मृ1;शतृ_लट्;भ्वादिः)}	अनुस्मरत्{पुं;1;एक(अनु_स्मृ1;शतृ_लट्;भ्वादिः)}	वर्तमानसमानकालः,21.1	वर्तमानसमानकालः,21.1;वर्तमानसमानकालः,13.1;वर्तमानसमानकालः,9.1;कर्ता,13.1;कर्ता,9.1	N1	चिन्तन_करता_हुआ	चिन्तन_करता_हुआ
20.1	यः		यः	यद्{सर्वनाम;पुं;1;एक}	यद्{सर्वनाम;पुं;1;एक}	कर्ता,21.1	कर्ता,21.1;विशेषणम्,12.1;विशेषणम्,10.1;विशेषणम्,7.1;विशेषणम्,5.1;नित्य_सम्बन्धः1,12.1;कर्ता,13.1;कर्ता,9.1	N1	जो	जो	नित्य_सम्बन्धः1,24.1
21.1	प्रयाति		प्रयाति	प्र_या1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	प्र_या1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,20.1;सकर्मक	अभिहित_कर्ता,20.1;सकर्मक	KP	प्रयाण_करता_है	प्रयाण_करता_है
22.1	त्यजन्		त्यजन्	त्यजत्{पुं;1;एक(त्यज्1;शतृ_लट्;भ्वादिः)}	त्यजत्{पुं;1;एक(त्यज्1;शतृ_लट्;भ्वादिः)}	वर्तमानसमानकालः,21.1	वर्तमानसमानकालः,21.1;वर्तमानसमानकालः,13.1;वर्तमानसमानकालः,9.1;कर्ता,13.1;कर्ता,9.1	N1	छोडता_हुआ	छोडता_हुआ
23.1	देहम्		देहम्	देह{पुं;2;एक}/देह{नपुं;1;एक}/देह{नपुं;2;एक}	देह{पुं;2;एक}	कर्म,22.1	कर्म,22.1;कर्म,13.1;कर्म,10.1;कर्म,9.1;कर्म,7.1;कर्म,5.1;कर्ता,13.1;कर्ता,9.1	N2	शरीर	शरीर
24.1	सः		सः	तद्{सर्वनाम;पुं;1;एक}	तद्{सर्वनाम;पुं;1;एक}	कर्ता,25.1	कर्ता,25.1;विशेषणम्,10.1;विशेषणम्,8.1;विशेषणम्,7.1;विशेषणम्,5.1;कर्ता,13.1;कर्ता,9.1	N1	वह	वह
25.1	याति		याति	या1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	या1{कर्तरि;लट्;प्र;एक;परस्मैपदी;अदादिः}	अभिहित_कर्ता,12.1;सकर्मक	अभिहित_कर्ता,12.1;सकर्मक	KP	जाता_है	जाता_है
26.1	परमाम्		परमाम्	परमा{स्त्री;2;एक}	परमा{स्त्री;2;एक}	विशेषणम्,27.1	विशेषणम्,27.1;विशेषणम्,15.1;विशेषणम्,6.1;कर्म,13.1;कर्म,10.1;कर्म,9.1;कर्म,7.1	N2	परम	परम
27.1	गतिम्		गतिम्	गति{स्त्री;2;एक}	गति{स्त्री;2;एक}	कर्म,25.1	कर्म,25.1;कर्म,13.1;कर्म,10.1;कर्म,9.1	N2	गति	गति
