index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	उत्क्रामन्तम्	1	उत्क्रामन्तं	उत्_क्रम्1{कृत्_प्रत्ययः:शतृ;उत्_क्रमु;भ्वादिः;पुं}{2;एक}	उत्_क्रम्1{कृत्_प्रत्ययः:शतृ;उत्_क्रमुँ;भ्वादिः;पुं}{2;एक}	कर्म,10.1	कर्म,10.1	N2	शरीर_को_छोड़कर_जाते_हुए_को	quitting_the_body	-	-
2.1	स्थितम्	3	स्थितं	स्थित{पुं}{2;एक}/स्थित{नपुं}{1;एक}/स्थित{नपुं}{2;एक}	स्था1{कृत्_प्रत्ययः:क्त;ष्ठा;भ्वादिः;नपुं}{2;एक}	अन्यतरः,1.1	अन्यतरः,1.1	N2	शरीर_में_स्थित_हुए_को	situated_in_the_body	-	-
3.1	वा	2	वापि	वा{अव्य}	वा{अव्य}	सम्बन्धः,1.1	सम्बन्धः,1.1	NA	अथवा	either	-	-
4.1	अपि	7	-	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	भी	also	-	-
5.1	भुञ्जानम्	5	भुञ्जानं	भुज्2{कृत्_प्रत्ययः:शतृ;भुजँ;रुधादिः;पुं}{2;एक}	भुज्2{कृत्_प्रत्ययः:शतृ;भुजँ;रुधादिः;पुं}{2;एक}	अन्यतरः,1.1	अन्यतरः,1.1	N2	विषयों_को_भोगते_हुए_को	enjoying	-	-
6.1	वा	4	वा	वा{अव्य}	वा{अव्य}	अन्यतर_द्योतकः,1.1	अन्यतर_द्योतकः,1.1	NA	अथवा	or	-	-
7.1	गुण-	6	गुणान्वितम्	गुणान्वित{पुं}{2;एक}/गुणान्वित{नपुं}{1;एक}/गुणान्वित{नपुं}{2;एक}	गुण	तृतीया_तत्पुरुषः,7.2	तृतीया_तत्पुरुषः,7.2	CP	तीनों_गुणों_से_युक्त_हुए_को	under_the_spell_of_the_modes_of_material_nature	<गुण-अन्वितम्>T3	-
7.2	अन्वितम्	-	-		अन्वित{पुं}{2;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N2				-
8.1	विमूढाः	8	विमूढा	विमूढ{पुं}{1;बहु}/विमूढा{स्त्री}{1;बहु}/विमूढा{स्त्री}{2;बहु}	विमूढ{पुं}{1;बहु}	कर्ता,10.1	कर्ता,10.1	N1	अज्ञानीजन	foolish_persons	-	-
9.1	न	9	नानुपश्यन्ति	न{अव्य}	न{अव्य}	प्रतिषेधः,10.1	प्रतिषेधः,10.1	NA	नहीं	never	-	-
10.1	अनुपश्यन्ति	10	0	अनु_दृश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;दृशिँर्;भ्वादिः}	अनु_दृश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अनु_दृशिँर्;भ्वादिः}	अभिहित_कर्ता,8.1;सकर्मकः	अभिहित_कर्ता,8.1;सकर्मकः	KP	जानते	can_see	-	-
11.1	पश्यन्ति	12	पश्यन्ति	पश्यत्{नपुं}{1;बहु}/पश्यत्{नपुं}{2;बहु}/दृश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;दृशिँर्;भ्वादिः}	दृश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;दृशिँर्;भ्वादिः}	अभिहित_कर्ता,12.1;सकर्मकः	अभिहित_कर्ता,12.1;सकर्मकः	KP	तत्त्व_से_जानते_हैं	can_see	-	-
12.1	ज्ञान-	11	ज्ञानचक्षुषः	ज्ञानचक्षुस्{नपुं}{5;एक}/ज्ञानचक्षुस्{नपुं}{6;एक}	ज्ञान	बहुव्रीहिः,12.2	बहुव्रीहिः,12.2	CP	ज्ञानरूप_नेत्रोंवाले	one_who_has_the_eyes_of_knowledge	<ज्ञान-चक्षुषः>Bs6	-
12.2	चक्षुषः	-	-		चक्षुस्{नपुं}{1;एक}	कर्ता,11.1	कर्ता,11.1	N1				-
