index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	त्रै-	1	त्रैविद्या	त्रैविद्य{पुं}{1;बहु}/त्रैविद्य{पुं}{8;बहु}	त्रैविद्य{पुं}{1;बहु}	बहुव्रीहिः,1.2	बहुव्रीहिः,1.2	CP	तीनों_वेदों_से_विधान_किये_सकाम_कर्मों_को_करनेवाले	the_knowers_of_the_three_Vedas	<त्रै-विद्याः>Bs6	-
1.2	विद्याः	-	-			विशेषणम्,4.1	विशेषणम्,4.1	N1				-
2.1	माम्	4	मां	अस्मद्{2;एक}	अस्मद्{2;एक}	कर्म,6.1	कर्म,6.1	N2	मुझको	unto_Me	-	-
3.1	सोम-	2	सोमपाः	सोमप{पुं}{1;बहु}/सोमप{पुं}{8;बहु}/सोमपा{पुं}{1;एक}/सोमपा{पुं}{1;बहु}/सोमपा{पुं}{8;एक}/सोमपा{पुं}{8;बहु}/सोमपा{स्त्री}{1;एक}/सोमपा{स्त्री}{1;बहु}/सोमपा{स्त्री}{2;बहु}/सोमपा{स्त्री}{8;एक}/सोमपा{स्त्री}{8;बहु}	सोम	उपपद-तत्पुरुषः,3.2	उपपद-तत्पुरुषः,3.2	CP	सोमरस_को_पीनेवाले	drinkers_of_soma_juice	<सोम-पाः>U	-
3.2	पाः	-	-		पा{पुं}{1;बहु}	विशेषणम्,4.1	विशेषणम्,4.1	N1				-
4.1	पूत-	3	पूतपापा	पूतपाप{पुं}{1;बहु}/पूतपाप{पुं}{8;बहु}/पूतपापा{स्त्री}{1;एक}/पूतपापा{स्त्री}{1;बहु}/पूतपापा{स्त्री}{8;एक}/पूतपापा{स्त्री}{8;बहु}	पूत	बहुव्रीहिः,4.2	बहुव्रीहिः,4.2	CP	पापरहित_पुरुष	purified_from_sins	<पूत-पापाः>Bs6	-
4.2	पापाः	-	-		पाप{पुं}{1;बहु}	कर्ता,8.1	कर्ता,8.1	N1				-
5.1	यज्ञैः	5	यज्ञैरिष्ट्वा	यज्ञ{पुं}{3;बहु}	यज्ञ{पुं}{3;बहु}	करणम्,6.1	करणम्,6.1	N3	यज्ञों_के_द्वारा	with_sacrifices	-	-
6.1	इष्ट्वा	6	0	यज्1{कृत्_प्रत्ययः:क्त्वा;यजँ;भ्वादिः}	यज्1{कृत्_प्रत्ययः:क्त्वा;यजँ;भ्वादिः}	पूर्वकालः,8.1	पूर्वकालः,8.1	NA	पूजकर	after_worshiping	-	-
7.1	स्वर्-	7	स्वर्गतिं	स्वर्	स्वर्	षष्ठी-तत्पुरुषः,7.2	षष्ठी-तत्पुरुषः,7.2	CP	स्वर्ग_की_प्राप्ति	passage_to_heaven	<स्वर-गतिं>T6	-
7.2	गतिम्	-	-	गति{स्त्री}{2;एक}	गति{स्त्री}{2;एक}	कर्म,8.1	कर्म,8.1	N2				-
8.1	प्रार्थयन्ते	8	प्रार्थयन्ते	प्र_अर्थ1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;अर्थ;चुरादिः}	प्र_अर्थ1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;प्र_अर्थ;चुरादिः}	अभिहितकर्ता,4.1;सकर्मकः.1	अभिहितकर्ता,4.1;सकर्मकः.1	KP	चाहते_हैं	pray	-	-
9.1	ते	9	ते	तद्{पुं}{1;बहु}/तद्{स्त्री}{1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं}{1;द्वि}/तद्{नपुं}{2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक}	तद्{पुं}{1;बहु}	कर्ता,13.1	कर्ता,13.1	N1	वे_(पुरुष)	they	-	-
10.1	पुण्यम्	10	पुण्यमासाद्य	पुण्य{नपुं}{1;एक}/पुण्य{नपुं}{2;एक}	पुण्य{पुं}{2;एक}	कर्म,12.1	कर्म,12.1	N2	अपने_पुण्यों_के_फलरुप	virtue	-	-
11.1	आसाद्य	12	0	आसाद्य{पुं}{8;एक}/आसाद्य{नपुं}{8;एक}	आङ्_सद्1{कृत्_प्रत्ययः:ल्यप्;आङ्_षदॢँ;भ्वादिः}	पूर्वकालः,13.1	पूर्वकालः,13.1	NA	प्राप्त_होकर	enjoying	-	-
12.1	सुर-	11	सुरेन्द्रलोकमश्नन्ति	सुर	सुर	षष्ठी-तत्पुरुषः,12.2	षष्ठी-तत्पुरुषः,12.2	CP	स्वर्गलोक_को	the_world_of_Indra	<<सुर-इन्द्र>T6-लोकम्>T6	-
12.2	इन्द्र-	-	-	इन्द्र	इन्द्र	षष्ठी-तत्पुरुषः,12.3	षष्ठी-तत्पुरुषः,12.3	CP				-
12.3	लोकम्	-	-	लोक{पुं}{2;एक}/लोक{नपुं}{1;एक}/लोक{नपुं}{2;एक}	लोक{पुं}{2;एक}	कर्म,11.1	कर्म,11.1	N2				-
13.1	अश्नन्ति	16	0	अश्नत्{नपुं}{1;बहु}/अश्नत्{नपुं}{2;बहु}/अश्नत्{नपुं}{8;बहु}/अश्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अशँ;क्र्यादिः}	अश्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;अशँ;क्र्यादिः}	अभिहितकर्ता,9.1;सकर्मकः.1	अभिहितकर्ता,9.1;सकर्मकः.1	KP	भोगते_हैं	enjoy	-	-
14.1	दिव्यान्	14	दिव्यान्दिवि	दिव्य{पुं}{2;बहु}	दिव्य{पुं}{2;बहु}	विशेषणम्,16.1	विशेषणम्,16.1	N2	दिव्य	celestial	-	-
15.1	दिवि	13	0	दिव्{स्त्री}{7;एक}	दिव्{स्त्री}{7;एक}	अधिकरणम्,13.1	अधिकरणम्,13.1	N7	स्वर्ग_में	in_heaven	-	-
16.1	देव-	15	देवभोगान्	देव	देव	षष्ठी-तत्पुरुषः,16.2	षष्ठी-तत्पुरुषः,16.2	CP	देवताओं_के_भोगों_को	pleasures_of_the_gods	<देव-भोगान्>T6	-
16.2	भोगान्	-	-	भोग{पुं}{2;बहु}	भोग{पुं}{2;बहु}	कर्म,13.1	कर्म,13.1	N2				-
