index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	hindi_meaning_active
										
1.1	अन्-		अनेकबाहूदरवक्त्रनेत्रं 	अन्	अन्	नञ्‌-तत्पुरुषः,1.2	नञ्‌-तत्पुरुषः,1.2	CP	अन्-	अन्-
1.2	एक-			एक	एक	बहुव्रीहिः,1.3	बहुव्रीहिः,1.3	CP	एक-	एक-
1.3	बाहु-			बाहु	बाहु	इतरेतर-द्वन्द्वः,1.4	इतरेतर-द्वन्द्वः,1.4	CP	बाहु-	बाहु-
1.4	उदर-			उदर	उदर	इतरेतर-द्वन्द्वः,1.5	इतरेतर-द्वन्द्वः,1.5	CP	उदर-	उदर-
1.5	वक्त्र-			वक्त्र	वक्त्र	इतरेतर-द्वन्द्वः,1.6	इतरेतर-द्वन्द्वः,1.6	CP	वक्त्र-	वक्त्र-
1.6	नेत्रम्			नेत्र{नपुं;1;एक}/नेत्र{नपुं;2;एक}/नेत्र{पुं;2;एक}	नेत्र{नपुं;2;एक}	विशेषणम्,3.1	विशेषणम्,5.3#विशेषणम्,3.1#कर्म,2.1	N2	नेत्र	नेत्र
2.1	पश्यामि		पश्यामि	दृश्1{कर्तरि;लट्;उ;एक;परस्मैपदी;भ्वादिः}	दृश्1{कर्तरि;लट्;उ;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता;सकर्मकः	अभिहित_कर्ता;सकर्मकः	KP	देखता_हूँ	देखता_हूँ
3.1	त्वाम्		त्वां	युष्मद्{सर्वनाम;2;एक}	युष्मद्{सर्वनाम;2;एक}	कर्म,2.1	उप_अपेक्षा,4.1#कर्म,2.1	N2	तुम्हें	तुम्हें
4.1	सर्वतः		सर्वतोऽनन्तरूपम् 	सर्वतः{अव्य}	सर्वतः{अव्य}	क्रियाविशेषणम्,2.1	क्रियाविशेषणम्,2.1	NA	प्रत्येक_दिशा_से	प्रत्येक_दिशा_से
5.1	अन्-			अन्	अन्	नञ्‌-तत्पुरुषः,5.2	नञ्‌-तत्पुरुषः,5.2	CP	अन्-	अन्-
5.2	अन्त-			अन्त	अन्त	बहुव्रीहिः,5.3	बहुव्रीहिः,5.3	CP	अन्त-	अन्त-
5.3	रूपम्			रूप{नपुं;1;एक}/रूप{नपुं;2;एक}/रूप{पुं;2;एक}	रूप{नपुं;2;एक}	विशेषणम्,3.1	विशेषणम्,3.1#विशेषणम्,1.6#उप_अपेक्षा,4.1#कर्म,2.1	N2	रूप	रूप
6.1	न		नान्तं 	न{अव्य}	न{अव्य}	प्रतिषेधः,14.1	प्रतिषेधः,14.1	NA	-	-
7.1	अन्तम्			अन्त{पुं;2;एक}/अन्त{नपुं;1;एक}/अन्त{नपुं;2;एक}	अन्त{पुं;2;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N2		
8.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,14.1	प्रतिषेधः,14.1	NA		
9.1	मध्यम्		मध्यं 	मध्य{पुं;2;एक}/मध्य{नपुं;1;एक}/मध्य{नपुं;2;एक}	मध्य{पुं;2;एक}	समुच्चितः,13.1	समुच्चितः,13.1	N2		
10.1	न		न	न{अव्य}	न{अव्य}	प्रतिषेधः,14.1	प्रतिषेधः,14.1	NA		
11.1	पुनः		पुनस्तवादिं 	पुनः{अव्य}	पुनः{अव्य}	क्रियाविशेषणम्,14.1	क्रियाविशेषणम्,14.1	NA		
12.1	तव			युष्मद्{सर्वनाम;अ;6;एक}	युष्मद्{सर्वनाम;अ;6;एक}	षष्ठीसम्बन्धः,13.1	षष्ठीसम्बन्धः,13.1	N6		
13.1	आदिम्			आदि{पुं;2;एक}/आदि{स्त्री;2;एक}	आदि{पुं;2;एक}	कर्म,14.1	कर्म,14.1	N2		
13.1.1	(च)			च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,13.1	समुच्चय_द्योतकः,13.1	NA		
14.1	पश्यामि		पश्यामि	दृश्1{कर्तरि;लट्;उ;एक;परस्मैपदी;भ्वादिः}	दृश्1{कर्तरि;लट्;उ;एक;परस्मैपदी;भ्वादिः}	अभिहित_कर्ता;सकर्मकः	अभिहित_कर्ता;सकर्मकः	KP		
15.1	विश्व-		विश्वेश्वर 	विश्व-	विश्व-	षष्ठी-तत्पुरुषः,15.2	षष्ठी-तत्पुरुषः,15.2	CP		
15.2	ईश्वर			ईश्वर{पुं;8;एक}/ईश्वर{नपुं;8;एक}	ईश्वर{पुं;8;एक}	सम्बोध्यः,14.1	सम्बोध्यः,14.1	N8		
16.1	विश्व-		विश्वरूप 	विश्व-	विश्व-	बहुव्रीहिः,16.2	बहुव्रीहिः,16.2	CP		
16.2	रूप			रूप{पुं;8;एक}/रूप{नपुं;8;एक}	रूप{पुं;8;एक}	सम्बोध्यः,14.1	सम्बोध्यः,14.1	N8		
