index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	ये	2	ये	यद्{पुं;1;बहु}/यद्{स्त्री;1;द्वि}/यद्{स्त्री;2;द्वि}/यद्{नपुं;1;द्वि}/यद्{नपुं;2;द्वि}	यद्{पुं;1;बहु}	विशेषणम्,10.1;नित्यसम्बन्धः,11.1	विशेषणम्,10.1;नित्यसम्बन्धः,11.1	N1	जो	one_who	-	-
2.1	तु	1	तु	तु{अव्य}	तु{अव्य}	सम्बन्धः,7.1	सम्बन्धः,7.1	NA	परंतु	but	-	-
3.1	धर्म्य-	8	धर्म्यामृतमिदं	धर्म्य	धर्म्य	कर्मधारयः,3.2	कर्मधारयः,3.2	CP	धर्ममय_अमृत_का	of_religious_nectar	<धर्म्य-अमृतम्>K1	-
3.2	अमृतम्	-		अमृत{नपुं;2;एक}	अमृत{नपुं;2;एक}	कर्म,7.1	कर्म,7.1	N2				-
4.1	इदम्	5		इदम्{नपुं;1;एक}/इदम्{नपुं;2;एक}	इदम्{नपुं;2;एक}	विशेेषणम्,3.2	विशेेषणम्,3.2	N2	इस	this	-	-
5.1	यथा	6	यथोक्तं	यथा{अव्य}	यथा{अव्य}	क्रियाविशेषणम्,6.1	क्रियाविशेषणम्,6.1	NA	जैसे	as	-	-
6.1	उक्तम्	7		उक्त{पुं;2;एक}/उक्त{नपुं;1;एक}/उक्त{नपुं;2;एक}/वच्1{कृत्_प्रत्ययः:क्त;वचँ;अदादिः(उक्त;नपुं;2;एक)}	प्रिय{पुं}{1;बहु}	विशेषणम्,3.2	विशेषणम्,3.2	N2	कहे_हुए	said	-	-
7.1	पर्युपासते	9	पर्युपासते	परि_उप_आस्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;परि_उप_आसँ;अदादिः}	परि_उप_आस्1{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;परि_उप_आसँ;अदादिः}	अभिहित_कर्ता,10.1;सकर्मकः.1	अभिहित_कर्ता,10.1;सकर्मकः.1	KP	उपासना_करते_हैं	completely_engage	-	-
8.1	श्रद्दधानाः	3	श्रद्दधाना	श्रद्दधान{पुं;1;बहु}	श्रद्दधान{पुं;1;बहु}	विशेषणम्,10.1	विशेषणम्,10.1	N1	श्रद्धायुक्त_पुरुष	with_faith	-	-
9.1	मत्-	4	मत्परमा	मत्	मत्	बहुव्रीहिः,9.2	बहुव्रीहिः,9.2	CP	मेरे_परायण_होकर	taking_the_Supreme_Lord_as_everything	<अस्मत्-परमाः>Bs6	-
9.2	परमाः	-		परम{पुं;1;बहु}	परम{पुं;1;बहु}	विशेषणम्,10.1	विशेषणम्,10.1	N1				-
10.1	भक्ताः	11	भक्तास्तेऽतीव	भक्त{पुं;1;बहु}/भक्ता{स्त्री;1;बहु}/भक्ता{स्त्री;2;बहु}	भक्त{पुं;1;बहु}	कर्ता,7.1	कर्ता,7.1	N1	भक्त	devotees	-	-
11.1	ते	10		तद्{पुं;1;बहु}	तद्{पुं;1;बहु}	कर्ता,14.1.1	कर्ता,14.1.1	N1	वे	such_persons	-	-
12.1	अतीव	13		अतीव{अव्य}	अतीव{अव्य}	तीव्रतादर्शी,14.1	तीव्रतादर्शी,14.1	NA	अतिशय	very,_very	-	-
13.1	मे	12	मे	अस्मद्{सर्व;अ;6;एक}	अस्मद्{सर्व;अ;6;एक}	षष्ठीसम्बन्धः,14.1	षष्ठीसम्बन्धः,14.1	N6	मुझको	me	-	-
14.1	प्रियाः	14	प्रियाः	प्रिय{पुं;1;बहु}/प्रिया{स्त्री;1;बहु}/प्रिया{स्त्री;2;बहु}/पृ1{कर्तरि;आशीर्लिङ्;म;एक;परस्मैपदी;पृ;स्वादिः}/पॄ1{कर्तरि;आशीर्लिङ्;म;एक;परस्मैपदी;पॄ;जुहोत्यादिः}	प्रिय{पुं;1;बहु}	विधेय_विशेषणम्,11.1	विधेय_विशेषणम्,11.1	N1	प्रिय	dear	-	-
14.1.1	(सन्ति)	15		(सत्{नपुं;1;बहु}/सत्{नपुं;2;बहु}/अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	अभिहित_कर्ता,11.1;अकर्मकः.1	अभिहित_कर्ता,11.1;अकर्मकः.1	KP	(हैं)	are	-	-
