index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	मया	1	मया	अस्मद्{3;एक}	अस्मद्{3;एक}	करणम्,16.1	करणम्,16.1	N3	मुझ	by_Me	-	-
2.1	ततम्	6	ततमिदं	तत्{पुं}{2;एक}/तत{पुं}{2;एक}/तत{नपुं}{1;एक}/तत{नपुं}{2;एक}	तत{नपुं}{1;एक}	विधेय_विशेषणम्,5.1	विधेय_विशेषणम्,5.1	N1	परिपूर्ण	spread	-	-
3.1	इदम्	3	0	इदम्{नपुं}{1;एक}/इदम्{नपुं}{2;एक}	इदम्{नपुं}{2;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N2	यह	these	-	-
4.1	सर्वम्	4	सर्वं	सर्व{पुं}{2;एक}/सर्व{नपुं}{1;एक}/सर्व{नपुं}{2;एक}	सर्व{नपुं}{2;एक}	विशेषणम्,5.1	विशेषणम्,5.1	N2	सब	all	-	-
5.1	जगत्	5	जगदव्यक्तमूर्तिना	जगत्{पुं}{1;एक}/जगत्{पुं}{8;एक}/जगत्{नपुं}{1;एक}/जगत्{नपुं}{2;एक}/जगत्{नपुं}{8;एक}	जगत्{नपुं}{2;एक}	कर्ता,16.1	कर्ता,16.1	N2	जगत्_(जल_से_बर्फ_के_सदृश)	cosmic_manifestation	-	-
6.1	अ-	2	0	अ	अव्यक्त	नञ्-तत्पुरुषः,6.2	नञ्-तत्पुरुषः,6.2	CP	निराकार_परमात्मा_से	unmanifested_form	<<न-व्यक्त>Tn-मूर्तिना>Bs6	-
6.2	व्यक्त-	-	-	व्यक्त	मूर्ति{पुं}{3;एक}	बहुव्रीहिः,6.3	बहुव्रीहिः,6.3	CP				-
6.3	मूर्तिना	-	-	मूर्ति{पुं}{3;एक}		विशेषणम्,1.1	विशेषणम्,1.1	N3				-
7.1	मत्-	10	मत्स्थानि	अस्मद्	अस्मद्	उपपद-तत्पुरुषः,7.2	उपपद-तत्पुरुषः,7.2	CP	मेरे_अन्तर्गत_संकल्प_के_आधार_स्थित	unto_Me	<अस्मत्-स्थानि>U	-
7.2	स्थानि	-	-	स्थ{नपुं}{1;बहु}/स्थ{नपुं}{2;बहु}/स्थ{नपुं}{8;बहु}/स्थानिन्{नपुं}{1;एक}/स्थानिन्{नपुं}{2;एक}	स्थ{नपुं}{1;बहु}	कर्तृसमानाधिकरणम्,15.1	कर्तृसमानाधिकरणम्,15.1	N1				-
8.1	सर्व-	9	सर्वभूतानि	सर्व	सर्व	कर्मधारयः,8.2	कर्मधारयः,8.2	CP	सब_भूत	all_living_entities	<सर्व-भूतानि>K1	-
8.2	भूतानि	-	-	भूत{नपुं}{1;बहु}/भूत{नपुं}{2;बहु}/भूत{नपुं}{8;बहु}	भूत{नपुं}{1;बहु}	कर्ता,15.1	कर्ता,15.1	N1				-
9.1	न	14	न	न{अव्य}	न{अव्य}	प्रतिषेधः,13.1	प्रतिषेधः,13.1	NA	नहीं	not	-	-
10.1	च	8	चाहं	च{अव्य}	च{अव्य}	सम्बन्धः,13.1	सम्बन्धः,13.1	NA	और	also	-	-
11.1	अहम्	12	0	अस्मद्{1;एक}	अस्मद्{1;एक}	कर्ता,14.1	कर्ता,14.1	N1	मैं	I	-	-
12.1	तेषु	13	तेष्ववस्थितः	तद्{पुं}{7;बहु}/तद्{नपुं}{7;बहु}	तद्{पुं}{7;बहु}	अधिकरणम्,14.1	अधिकरणम्,14.1	N7	उनमें	in_them	-	-
13.1	अवस्थितः	15	0	अवस्थित{पुं}{1;एक}	अव_स्था1{कृत्_प्रत्ययः:क्त;अव_ष्ठा;भ्वादिः;पुं}{1;एक}	विधेय_विशेषणम्,11.1	विधेय_विशेषणम्,11.1	N1	स्थित	situated	-	-
14.1	(अस्मि)	16	(0)	(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः})			KP	(हूँ)	am	-	-
15.1	(सन्ति)	11	(0)	(सत्{नपुं}{1;बहु}/सत्{नपुं}{2;बहु}/सत्{नपुं}{8;बहु}/सन्ती{स्त्री}{8;एक}/अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;बहु;परस्मैपदी;असँ;अदादिः})			KP	(हैं)	are	-	-
16.1	(अस्ति)	7	(0)	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})	(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः})			KP	(है)	is	-	-
